,text,label,paraphrased_text
11,"Vi har lavet en god aftale, og jeg ser med glæde frem til at få dette lovforslag stemt igennem i dag.",0,"Jeg ser frem til, at vi får stemt dette lovforslag igennem i dag efter at have lavet en god aftale."
12,"Der er jo mange gode  ideer til, hvor vi kan bruge flere penge, men for at dette  kan lade sig gøre, hvis ikke vi vil sætte skatterne op, hvis  ikke vi vil øge statsgælden, jamen så er der ikke anden udvej  end at finde dem på andre områder.",0,"Selvom der er mange gode forslag til, hvordan vi kan bruge flere penge, er det kun muligt, hvis vi ikke ønsker at hæve skatterne eller øge statsgælden. I så fald er der ingen anden mulighed end at finde pengene fra andre områder."
13,Til gengæld skal virksomhederne kunne beholde en større del af indtjeningen selv.,1,På den anden side skal virksomhederne have mulighed for at beholde en større andel af deres indtjening.
14,Disse muligheder må ikke forspildes ved kompromiser med de hidtidige ordninger eller usaglige hensyn til snævre organisationsinteresser.,1,Disse muligheder må ikke gå tabt ved at indgå kompromisser med de nuværende ordninger eller tage hensyn til snævre organisationsinteresser på en uretfærdig måde.
15,Hvorfor skal sådanne  personer hænges ud?,0,Hvorfor er det nødvendigt at afsløre sådanne personer?
16,"Så mener jeg i forhold til det spørgsmål, som både hr.",0,"Jeg tænker på den besvarelse i forhold til spørgsmålet, som både hr."
17,"Om under 10 år vil priserne være så lave, at havvindmøller ikke længere skal modtage støttekroner.",0,"Priserne vil være så lave om mindre end 10 år, at havvindmøller ikke længere behøver at modtage økonomisk støtte."
18,"Og det er jo sådan set i al sin enkelhed hovedårsagen til, at Dansk Folkeparti modsat Enhedslisten ikke går ud og kræver en folkeafstemning nu om det danske EU-medlemskab – fordi vi da selvfølgelig skal lære af Storbritannien.",1,"Hovedårsagen til, at Dansk Folkeparti ikke som Enhedslisten kræver en folkeafstemning om Danmarks EU-medlemskab nu, er, at vi selvfølgelig skal lære af Storbritannien. Det er det, det i bund og grund handler om."
19,"Jeg går ikke ud fra, at det var det, der lå i det, fru Else  Theill Sørensen sagde.",0,"Jeg antager ikke, at det var det, fru Else Theill Sørensen sagde."
20,"Det er jo meget interessant, hvad der sker rundt om bordet, det skal vi selvfølgelig tage pejling af, men jeg er vældig interesseret i, hvad klimaministeren siger.",0,"Vi skal selvfølgelig være opmærksomme på, hvad der foregår omkring bordet, da det er meget interessant, men jeg er især interesseret i at høre, hvad klimaministeren siger."
21,"Hvordan har  Socialdemokratiet af regeringen fået forklaret, at fortsætter  betyder forstærker?",0,"Hvordan har regeringen forklaret Socialdemokratiet, at ordet ""fortsætter"" betyder ""forstærker""?"
22,"Vil statsministeren genforhandle det forhold til EU, eller  vil statsministeren træde tilbage?",0,"Planlægger statsministeren at genforhandle forholdet til EU, eller vil statsministeren træde tilbage?"
23,Det nuværende  professorsystem er tungt og utidssvarende.,0,Vores nuværende professorsystem er besværligt og forældet.
24,"Vognmændene, som holder Danmark forsynet med varer, skal ikke tro, at de kan nøjes med at bruge millioner på brændstof - nej, de skal, hvis det står til Helle & Villy, fremover betale en yderligere kørsels-afgifts-skat.",1,"Vognmændene, der sørger for forsyning af varer til Danmark, må ikke tro, at de kun kan bruge millioner på brændstof - nej, ifølge Helle & Villy skal de i fremtiden også betale en ekstra kørsels-afgifts-skat."
25,Man behøvede ikke at vente indtil 2015 for at få det undersøgt.,1,Det var ikke nødvendigt at vente til 2015 for at få det undersøgt.
26,"Det er jo fremgået af debatten i dag, at der er forskellige meninger om, at tosprogede børn nu får pligt til at gå i dagtilbud 30 timer om ugen, hvis de har behov for sprogstimulering og en af barnets forældre ikke er i beskæftigelse.",0,"Det kan ses fra dagens debat, at der er forskellige holdninger til, at tosprogede børn nu skal deltage i dagpleje 30 timer om ugen, hvis de har brug for sprogstimulering og en af deres forældre ikke er i arbejde."
27,"Men deres formand sagde i forbindelse med afslutningsdebatten:  »... jeg har været imod en lovændring, der ville betyde, at en dansk hjemløs, der stikker koppen eller hånden frem for at tjene en mønt til at kunne købe en kop kaffe, ville blive kriminaliseret.",1,"I forbindelse med afslutningsdebatten udtalte deres formand: ""Jeg har modsat mig en ændring af loven, som vil resultere i, at en dansk hjemløs, der beder om penge for at kunne købe en kop kaffe, vil blive behandlet som en kriminel."""
28,"Ja, så er der jo to muligheder.",0,Der er to mulige valgmuligheder.
29,"Og hvordan dette Europa står i forhold til den øvrige verden, når vi runder år 2000, ved heller ingen.",0,"Ingen ved, hvordan Europa vil forholde sig til resten af verdenen, når vi når år 2000."
30,Herom indføres klare og faste lovregler.,0,Derfor indføres tydelige og ubøjelige lovregler.
31,"Det er forkert at sige, at vi er ligeglade med det, fordi vi ikke har nedsat et uafhængigt ekspertudvalg, hvor vi mener, at det dels er svært at finde mennesker til at sidde i det, dels er overflødigt, i og med at vi så mange gange har fået svar på den kritik, som også er fremsat af andre end Institut for Menneskerettigheder.",1,"At påstå, vi er uinteresserede i det, er ikke korrekt, fordi vi ikke har etableret en uafhængig ekspertgruppe. Vi mener, det er både svært at finde folk til at deltage og også overflødigt, da vi allerede har modtaget svar på den kritik, der er kommet fra flere andre end Institut for Menneskerettigheder."
32,"Hvis vi går tilbage og ser på mediestøttens historie, står der ganske vist i bemærkningerne til lovforslaget, at der har været givet distributionsstøtte i flere hundrede år.",0,"Hvis vi ser tilbage og tager et kig på historien om mediestøtte, kan man se i bemærkningerne til lovforslaget, at der har været uddelt distributionsstøtte i flere hundrede år."
33,"Vi har jo tidligere sat arbejde i gang omkring temaprojekter og omkring integrerede projekter, og erfaringerne dér viser, at nu er tiden moden til at lade alle projekter blive bedømt af ét udvalg, der så sidder med en bred og samlet ekspertise vedrørende fødevaresektorens forhold.",0,"Tidligere har vi startet arbejde med tema- og integrerede projekter, og erfaringerne viser, at nu er det tid til at lade alle projekter blive bedømt af et udvalg, der har bred og samlet ekspertise inden for fødevaresektoren."
34,Jeg vil så  nødig sige det igen.,0,Jeg vil virkelig ikke gentage det igen.
35,"Penge, der kunne bruges til sociale forbedringer og igangsættelse af arbejde, misbruges til spekulation og militær.",1,"Midler, som kunne anvendes til sociale forbedringer og skabe nye arbejdspladser, bliver i stedet misbrugt til spekulation og militære formål."
36,"At man nu fremkommer med nogle forskellige scenarier, er fint nok.",0,"Det er helt fint, at man præsenterer forskellige scenarier nu."
37,"I en bog på 19i sider har Fremskridtspartiet tal for tal pist, hvordan der kan spares tilstrækkeligt, uden at nogen rammes urimeligt.",0,"Fremskridtspartiet har i en bog på 19 sider detaljeret beskrevet, hvordan man kan opnå tilstrækkelige besparelser uden at uretfærdigt påvirke nogen."
38,"Anholdelse og retsforfølgelse af mistænkte for terror og  forbrydelser mod menneskeheden skal ske i FN-regi  Det er den stigende ulighed, der skaber grobund for fundamentalisme, fremmedhad, fascisme og  terrorisme.",1,"Mistænkte for terror og forbrydelser mod menneskeheden skal anholdes og retsforfølges i FN-regi, da det er den stigende ulighed, der fører til opkomst af fundamentalisme, fremmedhad, fascisme og terrorisme."
39,"Det var jo den ekspert, vi havde inde til høringen i  Arbejdsmarkedsudvalget, og som nedsablede regeringens forslag  som værende komplet utilstrækkelige, for de led under det  hastværk, som lovforslaget har været fremsat i.",0,"Vi havde den ekspert inde til høringen i Arbejdsmarkedsudvalget, som fuldstændigt kritiserede regeringens forslag som værende utilstrækkelige på grund af hastværket, som lovforslaget blev fremsat med."
40,Så vi har nogle spørgsmål til forslaget.,0,"Vi har nogle spørgsmål til forslaget, så vi ville gerne have svar på dem."
41,"Det er disse  menneskers eget manipulatoriske livssyn, der har spillet dem  et puds.",0,Disse menneskers egen manipulerende opfattelse af livet har narret dem.
42,Store opgaver venter på at blive løst i de kommende år.,0,"Der venter store opgaver, som skal løses i de kommende år."
43,"Cybertrusler, Trumps tvetydige opbakning til NATO, russisk aggression, afhængighed af sort energi fra ustabile diktatorer og risiko for at langt flere må flygte som følge af klimakrisen.",1,"Trusler fra cybersikkerhed, den tvetydige støtte fra Trump til NATO, russisk aggression, afhængighed af fossile brændstoffer fra ustabile diktaturer og den øgede risiko for flere flygtninge som følge af klimakrisen."
44,Derfor er der desværre ikke så mange andre metoder.,1,Der er desværre ikke så mange alternative metoder til rådighed.
45,"Man mener åbenbart, at det er de her tiltag, der kan  nedbringe sagsbehandlingstiden, og det er vås.",0,"Tilsyneladende tror man, at disse initiativer kan reducere behandlingstiden, men det er vrøvl."
46,"Vandscootere kan, hvis de bliver brugt hensynsløst, udgøre en stor fare for badende og personer i kanoer og kajakker, og det er derfor en meget relevant problemstilling, som forslagsstillerne her tager op.",1,"Forslagsstillerne tager her op, at der er en meget relevant problemstilling med vandscootere, der kan udgøre en stor fare for badende og personer i kanoer og kajakker, hvis de bruges hensynsløst."
47,"Det ville være statsstyring, og det  er sådan set for at undgå den statsstyring, at vi har lagt en  mekanisme frem, som har været kendt meget, meget længe, bl.a.  i et svar til Folketingets Finansudvalg fra finansministeren,  og som matcher det individuelt rettede og det kollektive.",0,"Vi har præsenteret en mekanisme, som har været kendt i lang tid, for at undgå statsstyring, selvom det i sig selv er en form for statsstyring. Dette er blevet nævnt i finansministerens svar til Folketingets Finansudvalg, og den matcher både individuelle og kollektive behov."
48,Det er jo hamrende  naivt.,1,Det er ekstremt naivt.
49,Valget den 8. september er et valg mellem to holdninger.,0,Valget den 8. september handler om at vælge mellem to forskellige synspunkter.
50,Derfor kræver vi kvalitet og menneskelighed.,1,Af denne grund insisterer vi på både kvalitet og menneskelighed.
51,"Det er ikke muligt, hvis klasseværelserne er overfyldte.",0,"Hvis klasseværelserne er overfyldte, er det ikke muligt."
52,"Hvis det projekt skal lykkes, kræver  det en mangfoldighed af pædagogiske tilgange tilpasset den  enkelte ungdomsuddannelse og undertiden den enkelte klasse og  elev, så også af denne grund er det bydende nødvendigt at få  nedsat klassekvotienten.",1,"For at projektet kan lykkes, er det nødvendigt med forskellige pædagogiske tilgange, der er tilpasset til den enkelte ungdomsuddannelse og undertiden til den enkelte klasse og elev. Derfor er det også afgørende at reducere klassestørrelserne."
53,"Jeg kender  mange, der gerne vil nøjes med at have en telefonregning på  ca.",0,"Jeg kender mange mennesker, der gerne vil have en telefonregning på cirka."
54,"Men jeg synes, det udstiller noget af dobbeltmoralen i Det Radikale Venstres politik på flygtninge- og udlændingeområdet.",1,"Jeg mener dog, at det viser en vis inkonsekvens i Det Radikale Venstres politik inden for flygtninge- og udlændingeområdet."
55,Fremskridtspartiet vil derfor virke for at få partidisciplinen opløst og de politiske partiers særbegunstigelser afskaffet.,0,Fremskridtspartiet ønsker derfor at arbejde for at opløse partidisciplinen og afskaffe de politiske partiers særbegunstigelser.
56,De muligheder er slet ikke blevet udnyttet godt nok.,0,De potentialer er ikke blevet udnyttet tilstrækkeligt.
57,"Det vil klart ikke være i overensstemmelse med Hamas’ ønsker om et samfund, men vil være med til at styrke civilbefolkningen.",1,"Hamas vil tydeligvis ikke være enig i dette, da det går imod deres ønsker til samfundet, men det vil hjælpe med at styrke civilbefolkningen."
58,"Med dette forslag pålægger Folketinget regeringen at nedsætte en kommission, der kritisk skal gennemgå de internationale konventioner og aftaler, som Danmark er forpligtet til at følge, men som i mange tilfælde begrænser Danmarks mulighed for at føre en selvstændig politik på udlændinge- og statsborgerretsområdet.",1,"Folketinget kræver i dette forslag, at regeringen opretter en kommission, der skal evaluere kritisk de internationale konventioner og aftaler, som Danmark er forpligtet til at overholde. Disse aftaler begrænser ofte Danmarks evne til at føre sin egen politik inden for området for udlændinge- og statsborgerrettigheder."
59,Baggrunden for aftalen er bl.a. kammeradvokatens undersøgelse af Arbejdsmarkedets Feriefonds låneportefølje samt det fælles politiske ønske om at finde en holdbar og ikke mindst fremtidssikret løsning.,0,"Aftalens baggrund inkluderer blandt andet en undersøgelse af Arbejdsmarkedets Feriefonds låneportefølje af kammeradvokaten samt et fælles politisk ønske om at finde en stabil og bæredygtig løsning, der også er fremtidssikret."
60,Vi må holde op med at udnytte hinanden.,1,Vi skal stoppe med at udnytte hinanden.
61,"Ja, man kan jo dreje tingene, som man har lyst til.",0,"Selvfølgelig kan man vride tingene, som man ønsker."
62,"Der er ingen tvivl om, at vi skal prioritere plejen og  omsorgen for uhelbredeligt syge i den svære, sidste tid, og  Enhedslistens forslag om at etablere hospicer er i den  sammenhæng både glimrende og sympatisk.",1,"Det er helt sikkert, at vi skal lægge vægt på pleje og omsorg for personer, der er uhelbredeligt syge i den svære og sidste fase, og Enhedslistens forslag om at oprette hospicer er både fremragende og sympatisk på denne baggrund."
63,"Vi synes, at forslaget er for vidtgående, som det ligger i sin nuværende form, men vi synes, det er positivt, at ministeren i sin tale lægger op til, at der skal ske en drøftelse mellem parterne med henblik på en eventuel ændring i næste folketingssamling.",1,"Vi mener, at forslaget er for radikalt, som det er nu, men det er godt, at ministeren opfordrer til en diskussion mellem parterne med henblik på en mulig ændring i næste folketingssamling."
64,Tryghed er en forudsætning for velfærd.,1,"For at opnå velfærd, er det nødvendigt med tryghed."
65,"Da Enhedslistens sundhedspolitiske ordfører ikke kan være til stede i dag, og da vi har meddelt, at vi vil redegøre for Enhedslistens stillingtagen til forslag om lov af lægemidler her ved anden behandling, skal jeg bare kort sige, at Enhedslisten stemmer imod forslaget til lov om lægemidler.",0,"Da Enhedslistens sundhedspolitiske talsperson ikke kan være til stede i dag, og da vi har informeret om, at vi vil forklare Enhedslistens holdning til forslag til lægemiddelloven ved anden behandling, vil jeg bare kort sige, at Enhedslisten vil stemme imod forslaget om lægemiddelloven."
66,"Reglerne er sådan, at din asylsag skal behandles i det land, du først ankommer til.",0,"Ifølge reglerne skal din asylansøgning behandles i det land, du først kommer til."
67,"Jeg synes, det er godt, hvis ministeren vil komme med den redegørelse og også fortælle, hvornår de ændringer, der så åbenbart skal til, fordi den nuværende situation er uholdbar, kommer på plads.",0,"Jeg mener, det er positivt, hvis ministeren ønsker at fremlægge den redegørelse og samtidig informere om, hvornår de nødvendige ændringer vil blive implementeret i lyset af den nuværende uholdbare situation."
68,"Jamen det er rart at høre, at skatteministeren nu anerkender, at det med at sætte skatten ned øger arbejdsudbuddet, og det gør det mere attraktivt at være i beskæftigelse.",0,"Det er glædeligt at høre, at skatteministeren nu indser, at en sænkning af skatten øger incitamentet til at arbejde og gør det mere attraktivt at være i beskæftigelse."
69,De pårørende skal i muligt omfang inddrages i behandlingen.,1,Behandlingen bør involvere de pårørende så meget som muligt.
70,Kan man fortælle noget  om det?,0,Er det muligt at dele information omkring det?
71,"Selv om den overgår til at være kommunal, er det jo de samme opgaver, der skal udføres, så jeg ser ikke de store problemer i det.",0,"Jeg ser ikke nogen større problemer i, at den overgår til at være kommunal, da det stadig er de samme opgaver, der skal udføres."
72,"Havde man lukket for vandhanen, var der slet ikke kommet noget vand.",0,"Hvis man havde lukket vandhanen, ville der ikke være kommet noget vand."
73,"Og så ønsker vi at gå videre endnu for at give tid til forældre og børn: CD ønsker, at den nuværende mulighed for at spare op til kapitalpension (30.000 kr’s fradraget) udvides.",0,"CD ønsker, at den eksisterende mulighed for at spare op til kapitalpension (med fradrag på 30.000 kr) udvides, hvilket vil give mere tid til forældre og børn."
74,"Så jeg synes, det er påfaldende, at man ikke kan  sammenkæde disse forslag om regioner med de forslag til  politikredse, der ligger på bordet.",0,"Sådan synes jeg, det er bemærkelsesværdigt, at de forslag til regioner og politikredse, der er blevet fremlagt, ikke kan sammenkædes."
75,"Nej, det er i og for sig overhovedet ikke korrekt forstået,  men det har jeg sådan set respekt for at fru Bodil Kornbek  ikke kan have viden om, for det handler om det, vi har  beskrevet i det hyrdebrev, som vi har sendt ud til samtlige  kommuner, hvor vi har understreget, hvilke initiativer der er  sat i værk fra Undervisningsministeriets side, og også hvilke  initiativer der vil komme.",0,"Nej, det er egentlig ikke korrekt forstået, men jeg respekterer, at fru Bodil Kornbek ikke kan have kendskab til det, fordi det handler om det, vi har beskrevet i det brev, som vi har sendt til alle kommuner, hvor vi har understreget de initiativer, Undervisningsministeriet har igangsat, og også de initiativer, der vil komme."
76,Det er jo sådan set ikke til diskussion.,1,Der er ikke rigtigt nogen diskussion om det.
77,Som foregangsland for bæredygtigt iværksætteri vil vi særligt i vores udviklingsarbejde særligt fokusere på entreprenørskab og iværksætteri.,0,I vores arbejde med at fremme bæredygtigt iværksætteri vil vi især fokusere på entreprenørskab og iværksætteri.
78,"Så vil vi nedbringe statsgælden, og den rentebesparelse,  vi opnår, vil vi bruge direkte til målrettede  skattelettelser.",0,"Vi har til hensigt at reducere statsgælden, og de besparelser, vi opnår på renterne, vil vi bruge direkte til specifikke skattelettelser."
79,"Kristendemokraterne lægger  vægt på, at familien i højere  grad bliver inddraget som en  enhed i integrationsarbejdet.",1,"Kristendemokraterne betoner, at familien skal spille en større rolle som en enhed i arbejdet med integration."
80,"Det er jo fuldstændig rigtigt, hvad hr.",0,"Det er faktisk helt korrekt, hvad hr."
81,"Der blev også sagt, at vi vil bygge flere boliger.",0,"Det blev også nævnt, at vi har planer om at opføre flere boliger."
82,EN SAMLET INDSATS MOD ARBEJDSLØSHED OG SOCIAL URET  Gennem fornuftige sociale foranstaltninger kan arbejdsløsheden nedbringes betydeligt.,1,Ved hjælp af fornuftige tiltag inden for det sociale område er det muligt at reducere arbejdsløsheden markant.
83,"Ministeren er dog ikke i stand til at beskrive, hvilke kvalitetskriterier han vil anvende.",0,"Dog er det ministeren ikke i stand til at forklare, hvilke kriterier for kvalitet han vil bruge."
84,"Nielsen fuldstændig ret i at jeg sagde noget om, men jeg tror ikke, jeg på det tidspunkt havde nogen forventning om, at der kunne skabes en bred samling om det.",0,"Nielsen har helt ret i, at jeg nævnte noget, men jeg tror ikke, at jeg på det tidspunkt havde nogen form for forventning om, at der kunne dannes en omfattende samling omkring det."
85,Så er der selvfølgelig en række andre detaljer.,0,Der er naturligvis mange andre detaljer.
86,"Vi går såmænd stadig ind for at afskaffe landbrugsstøtten, men vi er også realistisk indstillet i forhold til at opnå kompromiser på tværs af 27 lande.",0,"Selvom vi stadig støtter afskaffelse af landbrugsstøtten, er vi også realistiske og åbne for at opnå kompromisser mellem de 27 lande."
87,"Dansk Folkeparti vil arbejde for, at der i de nærmeste år gennemføres en egentlig ungdomsbeskyttelseslovgivning, der skal hjælpe børn og unge med at styre uden om de værste farer.",1,"Dansk Folkeparti ønsker at implementere en egentlig lovgivning om beskyttelse af unge i de kommende år, som skal støtte børn og unge i at undgå de mest alvorlige farer."
88,"Jeg vil godt spørge ministeren, nu hvor vi har set  det med Irakhøringen, som ministerens regering og partierne  bag den har gjort hvad de kunne for at trække tænderne ud af,  og nu har man altså også klippet fjerene af  nordsøenoliehøringen: Er det en generel linje, at regeringen  har tænkt sig simpelt hen bare at bruge - misbruge, vil jeg  sige - sit flertal her i Folketinget til reelt at forhindre  muligheden for at gennemføre fornuftige høringer?",1,"Jeg ønsker at spørge ministeren, nu hvor vi har set det samme med Irakhøringen, som ministerens regering og de partier, der står bag den, har gjort deres bedste for at svække, og nu har de også forsøgt at begrænse Nordsøoliehøringen: Er det en generel strategi fra regeringens side at bruge sit flertal i Folketinget til at forhindre gennemførelsen af fornuftige høringer?"
89,"Og jeg vil gerne opsummere, hvorfor regeringen mener, som vi gør.",0,"Jeg vil gerne kort sammenfatte, hvorfor regeringen har den holdning, som vi har."
90,"Touborg må jo  erkende, at vi er nødt til at styre både det offentlige og  det private forbrug, og i og med at to tredjedele af det  offentlige forbrug ligger i kommuner og amter, er vi pinedød  også nødt til at have sikkerhed for, at de aftaler, vi laver,  overholdes, og hvis ikke de overholdes, at der så er en  margin for at reagere.",1,"Touborg bliver nødt til at indrømme, at vi er nødt til at kontrollere både offentligt og privat forbrug, og eftersom to tredjedele af det offentlige forbrug ligger i kommuner og amter, er det uundgåeligt, at vi også skal sikre os, at de aftaler, vi indgår, bliver overholdt; og hvis de ikke overholdes, så skal der også være en grad af fleksibilitet til at reagere."
91,"Men efter at have hørt ministerens svar i dag,  synes jeg, mere og mere tyder på, at ministeren svarer  nøjagtig det samme, som ministeren svarede den 21. januar  2003, og jeg citerer: »Men jeg betragter ikke den  forældrebetaling, der er i dag, som et problem.«",0,"Efter at have lyttet til ministerens svar i dag, synes jeg, at det ser ud til, at ministeren siger præcis det samme som ministeren sagde den 21. januar 2003, nemlig ""Jeg betragter ikke den eksisterende forældrebetaling som et problem."""
92,"Danmark bør også inden for EU-medlemskabet arbejde på, at social- og miljømæssig bæredygtighed bliver prioriteret på niveau med økonomisk vækst, og at bæredygtighed bliver en central komponent i alle EU's handelsaftaler.",1,"I EU-medlemskabet bør Danmark også arbejde på at sikre, at social- og miljømæssig bæredygtighed bliver ligeså vigtig som økonomisk vækst, og at bæredygtighed bliver en vigtig del af alle EU's handelsaftaler."
93,"Der er jo forhåbentlig en bund af kærlighed under det hele, men der er altså også nogle juridiske aspekter i det, som gør, at man bare kan lade være med at gifte sig, hvis det er sådan.",1,"Selv om der forhåbentlig er en kerne af kærlighed i det hele, er der også nogle juridiske aspekter, der gør det muligt at undlade at gifte sig, hvis man ønsker det."
94,"Nogle forældre eller pårørende har ventet i årtier på det her, og med det forslag, som er forelagt her, vil vi skabe den her fleksibilitet og forbedre mulighederne for de personer og de forældre med tilknytning til arbejdsmarkedet, som gerne vil passe deres handicappede eller alvorligt syge barn.",1,"Nogle forældre eller pårørende har i årtier ventet på dette, og med det fremlagte forslag vil vi skabe fleksibilitet og forbedre mulighederne for dem, der er tilknyttet arbejdsmarkedet og ønsker at tage sig af deres handicappede eller alvorligt syge barn."
95,"Det er nogle regler, som vi lavede, dengang vi lavede førtidspensionsreformen.",0,"Dengang vi udførte førtidspensionsreformen, skabte vi nogle regler."
96,"Det er muligt, at jeg hørte forkert, men det lød noget i retning af, at hvis kommunerne ikke kunne finde ud af at holde sig inden for de retningslinjer og vejledninger, der nu var, så skulle det have nogle konsekvenser for kommunerne.",1,"Jeg kan have misforstået, men det virkede som om, at hvis kommunerne ikke kunne overholde de retningslinjer og vejledninger, der er blevet fastsat, ville der være konsekvenser for dem."
97,"Men det, jeg vil spørge hr.",0,"Men det, jeg ønsker at spørge hr."
98,"Men med det beslutter man kun, om man vil have livsforlængende hjælp, når man er døende.",0,"Men det er kun med afgørelsen, om man ønsker livsforlængende assistance, når man er i færd med at dø."
99,"Det er sådan set noget, som fjenden benytter sig af, og som vi benytter os af.",0,"Vi bruger det også, ligesom fjenden gør det."
100,"Virkningen af dem bliver imidlertid reelt oftest; at bestemmelserne går ud over de svagest stillede i samfundet, som ikke har mulighed eller evne for at indrette sig efter lovgivningskomplikationerne.",1,"Effekten af dem er dog faktisk oftest, at de hårdest ramte i samfundet, som ikke har mulighed eller evne til at tilpasse sig de komplicerede regler, bliver påvirket."
101,"Hvis ikke det er regeringens opfattelse, at taksterne nedsættes med den begrundelse, at taksterne skal harmoniseres, så vil jeg anbefale jer at bruge et andet ord, når I fremsætter jeres finanslov.",0,"Hvis regeringen ikke mener, at taksterne skal sænkes for at opnå harmonisering, så vil jeg råde jer til at bruge en anden betegnelse, når I præsenterer jeres finanslov."
102,"Det var, at vi ville give en kompensation til kunstnerne som følge af den lovlige kopieringsmulighed, der blev etableret.",0,"Vi ønskede at kompensere kunstnerne på grund af den legale kopieringsmulighed, som blev etableret."
103,"Vi er helt trygge ved, at andelsboligforeningerne selv kan vælge den måde at aflægge regnskab på, som andelsboligforeningerne finder bedst.",1,"Vi har fuld tillid til, at andelsboligforeningerne kan vælge den metode til regnskabsaflæggelse, som de finder mest passende."
104,"De mange frie strejker viser, at arbejderklassen i sin kamp for rimelige levevilkår ser sig nødsaget til at sætte sig ud over fredspligten og andet fagligt juristeri.",1,"Arbejderklassens kamp for rimelige levevilkår bliver tydeligt illustreret af de mange frie strejker, hvor de ser sig nødsaget til at bryde fredspligten og andre faglige regler."
105,"Det er værdifuldt at kunne klare sit eget og sin families liv, og det er værdifuldt at bidrage til, at andre også er i stand til at klare deres liv.",0,"Det er betydningsfuldt at være i stand til at sikre ens egen og sin families eksistens, og det er værdifuldt at hjælpe andre med at opnå samme evne til at klare sig selv."
106,Det er der da også i mit sind.,0,Det er også til stede i min tanke.
107,"Hvis borgerne har et problem og derfor gerne vil have aktindsigt, bestemmer systemet, at det må de ikke få.",1,"Hvis borgerne oplever en udfordring og derfor ønsker aktindsigt, beslutter systemet, at de ikke kan opnå det."
