,text,label,paraphrased_text
24,"Nogle regeringschefer risikerede i weekenden atter at henfalde til deres gamle spil om magt og penge, hvorved de egentlig ignorerer de europæiske borgeres ønske.",negative,"I løbet af weekenden så det ud til, at visse statsledere var tilbagefaldet til deres tidligere magt- og pengeorienterede spil, hvilket reelt set ignorerede de ønsker, som Europas borgere har givet udtryk for."
25,Denne opfattelse deles af formændene for de andre udvalg.,neutral,De øvrige udvalgsformænd er enige i denne opfattelse.
26,"I henhold til denne klausul skal de relevante EU-institutioner, herunder Europa-Parlamentet, have bemyndigelse til effektivt at overvåge, at EU's aftalepartnere overholder menneskerettighederne og de demokratiske principper.",neutral,"I overensstemmelse med denne bestemmelse skal de passende EU-organer, herunder Europa-Parlamentet, have beføjelse til effektivt at overvåge, om EU's samarbejdspartnere overholder menneskerettighederne og demokratiske principper."
27,"Striden skal afsluttes gennem WTO, og indtil da bør alle andre forhandlinger med USA stilles i bero.",neutral,"WTO bør træde i aktion for at afslutte striden, og indtil da bør al anden forhandling med USA suspenderes."
28,"Den første er debatten om den såkaldte mellemkategori, som har meget nationale toner.",neutral,"Én af de diskussioner, der finder sted, drejer sig om den mellemkategori, der er blevet kaldt for en nationalt betonet problemstilling."
29,For at sikre arbejdsroen i byerne er prisen på fødevarepakken holdt kunstigt nede i årevis.,neutral,I mange år er prisen på fødevarepakken blevet holdt kunstigt lav for at opretholde arbejdsroen i byerne.
30,"I forlængelse af en anmodning fra de afrikanske statsoverhoveder i Maputo i juli 2003 om, at en del af deres nationale bevillinger skulle ""barberes af"" for at etablere en fredsfacilitet, handlede Kommissionen hurtigt.",neutral,"Efter anmodning fra de afrikanske statsoverhoveder i Maputo i juli 2003 om at reducere deres nationale bevillinger for at etablere en fredsfacilitet, tog Kommissionen øjeblikkelige skridt."
31,"Parlamentets plenarforsamling udtrykte i en beslutning beklagelse over EU-delegationens handlemåde, eftersom der for første gang fastsattes en lavere TAC end den, der var anbefalet af NAFO's videnskabelige komité, som vejledende havde tilrådet et loft på 40.000 tons.",negative,"Parlamentets plenarforsamling udtrykte beklagelse over EU-delegationens handlemåde i en beslutning. Det blev bemærket, at denne handling var i strid med anbefalingerne fra NAFO's videnskabelige komité, som havde anbefalet en øvre grænse på 40.000 tons. Dette var første gang, der blev fastsat en lavere TAC end komitéens anbefaling."
32,I dag kan debatten om dette emne kun bremse konvergensprocessen.,neutral,I dag kan det kun hæmme konvergensprocessen at diskutere dette emne.
33,"Da han bøjede sig ned, kunne han se, at han var død.",negative,"Mens han bukkede sig ned, opdagede han, at manden var afgået ved døden."
34,"Jeg beklager, at jeg ikke kan støtte Poos-betænkningen om Cypern.",negative,"Jeg er ked af, at jeg ikke kan støtte betænkningen om Cypern, der er fremlagt af Poos."
35,"Problemet består i, at den tyrkisk-cypriotiske befolkning af dets egne myndigheder - jeg siger myndigheder i anførelsestegn - hindres i at opfylde de nødvendige forudsætninger i den forbindelse, og det er oprindelsesattesterne, som det netop ikke er Den Tyrkiske Republik Nordcypern, men kun den folkeretligt anerkendte Republik Cypern, der kan udstede.",negative,"Udfordringen ligger i, at den tyrkisk-cypriotiske befolkning ikke får mulighed for at opfylde de nødvendige betingelser, da de ikke kan få udstedt de krævede oprindelsesattester af de myndigheder, der er anerkendt af Den Tyrkiske Republik Nordcypern. Det er kun Republikken Cypern, der har den folkeretlige anerkendelse til at udstede disse attester."
36,"Der er et ganske særligt forhold mellem EU-institutionerne, især Europa-Parlamentet, og Euronews: satellitkanalens drift er blevet finansieret med midler, der stammer fra skatteborgerne i EU.",neutral,"Europa-Parlamentet har et unikt forhold til Euronews, da satellitkanalens drift er finansieret af EU's skatteborgere."
37,"Vi har hermed startet et første forsøg på også at tage højde for de tre- og firhjulede køretøjer, men vi ved også godt, at dette ikke kan reguleres fra i dag til i morgen.",neutral,"Vi er begyndt at eksperimentere med at inkludere tre- og firhjulede køretøjer, men vi er klar over, at det ikke kan reguleres med det samme."
38,"Da Økofin-Rådet på mødet den 8.&#160;marts ikke kunne nå til enighed om en rapport til Det Europæiske Råd, fortsætter formandskabet sine høringer for at finde en løsning, som alle kan acceptere, og som kan forelægges for stats- og regeringscheferne.",neutral,"Eftersom Økofin-Rådet på mødet den 8. marts ikke kunne opnå enighed om en rapport til Det Europæiske Råd, vil formandskabet fortsætte med at afholde høringer for at finde en acceptabel løsning, som kan præsenteres for stats- og regeringscheferne."
39,"Mauretanien, oven i købet i lufthavnen.",neutral,Selv i lufthavnen finder man Mauretanien.
40,"Fru formand, jeg vil tale om det samme punkt i henhold til dagsordenen som hr. Atkins.",neutral,"Kære formand, jeg vil gerne tage fat på den samme sag som hr. Atkins i henhold til dagsordenen."
41,"Når der i forslaget flere gange udtrykkeligt henvises til Vatikanets ansvar, grænser det således til en politisk udnyttelse, som uden tvivl bør forkastes.",negative,"Når forslaget gentagne gange nævner Vatikanets ansvar, kan det tolkes som en politisk udnyttelse, som absolut bør afvises."
42,"Efter min gruppes opfattelse findes der tre principielle problemer: de nye tjenester, kvoterne og virksomhedsflytningerne.",negative,"Ifølge vores gruppe er der tre centrale udfordringer: de nye tjenester, kvoterne og virksomhedsoverførslerne."
43,"Fordi betingelserne for handelen blev lempet, kan det sikkert også forsvares.",positive,"Da handelsbetingelserne blev lempet, er det sandsynligvis også berettiget."
44,"Jo mere vi taler om økonomisk konkurrence for alle intellektuelle ejendomsrettigheder, jo mere vigtigt er det at regulere og kontrollere denne konkurrence.",neutral,"Det bliver stadig vigtigere at regulere og kontrollere økonomisk konkurrence for intellektuelle ejendomsrettigheder, jo mere vi diskuterer det."
45,"Jeg tror således, at vi skal være konsekvente i vores handlinger og genoptage dette arbejde.",neutral,"Vi bør derfor sikre, at vi er vedholdende i vores handlinger og fortsætte dette arbejde."
46,Menneskerettigheder skal beskyttes og anerkendes uanset den pågældende situation.,positive,Det er afgørende at sikre beskyttelse og anerkendelse af menneskerettigheder under enhver omstændighed.
47,Hvordan med smørprisen?,neutral,Hvordan ser det ud med prisen på smør?
48,"Mener kommissæren ikke, at medlemsstaternes økonomiske situation i de sidste dage og uger nødvendigvis har ændret sig og måske fortjener lidt større fleksibilitet?",neutral,"Er kommissæren ikke af den opfattelse, at der må være sket en ændring i medlemsstaternes økonomiske situation i den seneste tid, og at det måske berettiger en vis grad af øget fleksibilitet?"
49,"Når alt kommer til alt, er denne innovation en mulighed for disse nye europæiske lande, og deres videnskab og nye teknologier bør også udvikles til gavn for Europa på en sammenhængende måde.",positive,"Når alt er sagt og gjort, repræsenterer denne innovation en mulighed for de nye europæiske lande, hvor deres videnskab og nye teknologier bør udvikles på en sammenhængende måde til Europas fordel."
50,"Vores gruppe accepterer imidlertid ikke den prioriterede status, der er givet til det initiativ, der er kendt under navnet Overarching Process, hvorefter antallet af permanente nationale medlemmer ville blive forhøjet.",neutral,"Vi er imidlertid ikke enige i den prioriterede status, der er tildelt initiativet kendt som Overordnet proces, hvor antallet af permanente nationale medlemmer skulle øges."
51,"Jeg glædede mig faktisk over at høre, at Sharon ville fjerne bosættelserne i Gaza, lige indtil det blev klart, at han bare ville flytte dem til Vestbredden, og at det var et led i, at han nu ville opgive køreplanen for fred og netop begynde at handle unilateralt.",negative,"Jeg blev egentlig glad, da jeg hørte, at Sharon havde planer om at fjerne bosættelserne i Gaza. Men så blev det tydeligt, at han bare ville flytte dem til Vestbredden. Det virkede som om, han nu var i gang med at opgive køreplanen for fred og begynde at handle ensidigt."
52,"Den kendsgerning, at militærpersoner, guerillaer, ja, endog landets spidser er indblandet i narkotikahandel, den allestedsnærværende korruption, regeringens planer om yderligere at indskrænke demokratiske rettigheder som pressefriheden, fører efter al sandsynlighed dette vigtige latinamerikanske land stadig længere ned i afgrunden.",negative,"At militæret, guerillaerne og endda landets ledende skikkelser er involveret i narkotikahandel, sammen med den omfattende korruption og regeringens planer om at begrænse demokratiske rettigheder som pressefrihed, tyder det sandsynligvis på, at dette afgørende latinamerikanske land bevæger sig længere ned af afgrundens afgrøft."
53,"Hr. Dell'Alba, hr. Cars og Hr. Pettinari har nævnt problemet med dødsstraffen.",neutral,"Dødsstraffens problem er blevet nævnt af hr. Dell'Alba, hr. Cars og hr. Pettinari."
54,"Jeg tror, vi virkelig er nået til det punkt, at BSE-krisen kan udvikle sig til en krise i Den Europæiske Union.",negative,"Jeg er af den overbevisning, at BSE-krisen har potentialet til at udvikle sig til en EU-krise."
55,Europa-Parlamentets holdning har altid været meget klar med hensyn til nationernes uindskrænkede selvbestemmelsesret.,neutral,Europa-Parlamentet har altid været meget tydeligt i sin opbakning til nationers fulde selvbestemmelsesret.
56,Fru Swiebel giver i betænkningen udtryk for sine personlige synspunkter angående menneskerettighederne.,neutral,I betænkningen deler fru Swiebel sine personlige meninger om menneskerettighederne.
57,"Formanden sagde, at de kontrollerer 40 % af Kosovo, og at deres holdning er »uafhængighed«.",neutral,"Ifølge formanden er de ansvarlige for kontrol af 40 % af Kosovo, og deres synspunkt er uafhængighed."
58,Jeg blev særlig glad for at lytte til kommissær Orbans indlæg om Europa-Kommissionens hensigter med og tilgang til Moldova.,positive,"Jeg blev især begejstret, da jeg hørte kommissær Orban tale om Europa-Kommissionens visioner og tilgang til Moldova."
59,"Alle regeringer, tyrannier, får i sidste ende magten med samtykke fra de befolkninger, de regerer over.",negative,"Enhver regering og tyranni opnår til sidst magt med befolkningernes samtykke, som de styrer."
60,"Frihandel er fundamentet i vores økonomi - ca. 80 % af vores BNP er på den ene eller anden måde skabt af aktiviteter, der har forbindelse til international handel.",neutral,"Vores økonomis fundament er frihandel, da omkring 80 % af vores BNP genereres gennem aktiviteter, der er knyttet til international handel på den ene eller anden måde."
61,Det er ikke min vision for Europa.,negative,Min vision for Europa er anderledes.
62,"&#160;&#160; - Hr. formand, jeg tilslutter mig de øvrige taleres ros til ordføreren for hendes arbejde med denne meget vigtige betænkning.",positive,"- Ærede formand, jeg vil gerne tilføje min anerkendelse til de tidligere talere for deres ros til ordføreren for hendes betydningsfulde indsats i forbindelse med denne betænkning."
63,Men imod bedre vidende håber jeg stadigvæk på en afslutning i Rambouillet og har inden for rammerne af mine muligheder påvirket albanerne.,positive,"Selvom jeg er klar over det, fortsætter jeg med at håbe på en afslutning i Rambouillet og har gjort en indsats for at påvirke albanerne inden for mine begrænsninger."
64,"Jeg er ked af, at hr. Hegyi er modstander af kulstofbinding og -oplagring.",negative,"Det er beklageligt, at hr. Hegyi ikke støtter kulstofbinding og -oplagring."
65,"Hvordan bliver det så, hvis de økonomiske konjunkturer forringes, og vi får flere borgerlige regeringer i Rådet?",negative,"Hvad sker der, hvis den økonomiske situation forværres, og der kommer flere borgerlige regeringer i Rådet?"
66,"Det gennemgående tema i indlæggene fra de fleste af medlemmerne er, at Den Europæiske Union skal spille en større rolle på det politiske område.",neutral,"Mange medlemmer fremhæver i deres indlæg, at de ønsker, at Den Europæiske Union skal have en mere markant position inden for politik."
67,Den blev videregivet til Parlamentet i august 1996.,neutral,I august 1996 blev den overdraget til Parlamentet.
68,"Deres indflydelse på de beslutninger, der træffes af arbejdsmarkedets parter, skal forstærkes.",neutral,"Det er nødvendigt at øge jeres indflydelse på de beslutninger, som arbejdsmarkedets parter træffer."
69,"Ligevægten mellem de europæiske institutioner har faktisk ændret sig, så den passer til det, der var hensigten i henhold til Maastricht-traktaten og Amsterdam-traktaten.",positive,"Faktisk har der været en ændring i balancen mellem de europæiske institutioner, der nu harmonerer med intentionerne i både Maastricht-traktaten og Amsterdam-traktaten."
70,Der bliver altså sat en væsentlig bevægelse i gang.,neutral,Der sker virkelig en betydelig bevægelse.
71,"Det kan ikke løsrives fra politik, fordi kommunikation kun kan blive så god som indholdet af den.",neutral,"Politik er uadskillelig fra kommunikation, da kvaliteten af ​​sidstnævnte afhænger af førstnævnte."
72,Det skal vi være i stand til at svare på.,neutral,Vi må være i stand til at give et svar på det.
73,Derfor skal der være kollektiv finansiering på området.,neutral,Derfor bør der blive foretaget en kollektiv finansiering af dette område.
74,Har han rejseplaner eller tager han imod betydningsfulde gæster?,neutral,Planlægger han at rejse eller vil han modtage vigtige gæster?
75,"Begge parter må respektere menneskerettighederne, og Unionen må kræve, at de, som ikke gør det, bliver retsforfulgt.",neutral,"Både partierne skal vise respekt for menneskerettighederne, og Den Europæiske Union skal insistere på, at de, der ikke gør det, bliver stillet til ansvar retsligt."
76,"Det flyveforbud fører os tilbage til den vidtrækkende debat om sikkerhed, som ofte har været ført i Parlamentet, og hvor vi har sagt, at vi, og her mener jeg Parlamentet og velsagtens også Kommissionen, kan og skal indføre bestemmelser på området på europæisk plan, hvis medlemsstaterne nærer ønske herom.",neutral,"Flyveforbuddet bringer os tilbage til den langvarige debat om sikkerhed, som ofte har fundet sted i Parlamentet. Her har vi gentagne gange understreget, at både Parlamentet og muligvis også Kommissionen har beføjelse og ansvar for at indføre regler på europæisk niveau, hvis medlemslandene ønsker det."
77,"New Zealand ligger så at sige ved verdens udkant, og Irland ligger trods alt i Europas periferi.",neutral,"Man kan sige, at New Zealand befinder sig på verdens yderste kant, mens Irland alligevel er i Europas udkant."
78,En oprigtig tak til hr. Jacob og hr. Fillippi for deres mundtlige forespørgsel om dette emne.,positive,Vi vil gerne udtrykke vores taknemmelighed over for hr. Jacob og hr. Fillippi for deres bidrag til den mundtlige diskussion om dette emne.
79,Ideologierne bag disse systemer udelukkede hele grupper af borgere fra retsstatsprincippet og dømte dem til døden eller fysisk og social fornedrelse med det formål at opbygge et nyt og angiveligt bedre samfund.,negative,"De ideologier, der lå bag disse systemer, ekskluderede hele grupper af borgere fra retsstatsprincippet og dømte dem til enten døden eller fysisk og social fornedrelse. Formålet var at opbygge en ny og angiveligt forbedret samfundsstruktur, hvor disse grupper ikke blev inkluderet."
80,"Vi skal i dag stemme om den betænkning, fru Járóka har udarbejdet.",neutral,"I dag skal vi afgive vores stemme om betænkningen, som fru Járóka har forfattet."
81,"De kan være forsikret om, at vi har noteret Deres bemærkning, og at vi vil undersøge det.",positive,Vi vil sørge for at notere Deres bemærkning og undersøge den grundigt.
82,"Jeg tror, at De dér har berørt et vigtigt punkt.",positive,"Jeg synes, at du har rørt ved noget væsentligt dér."
83,"Hvis EU ikke garanterer, at de ikke vil blive »de glade betalere« for liberaliseringsprocesserne, vil vi som europæiske institutioner fjerne os stadigt mere fra borgerne.",negative,"Hvis EU ikke sikrer, at de ikke ender som de eneste, der betaler for liberaliseringsprocesserne, risikerer vi som europæiske institutioner at blive mere og mere adskilt fra borgerne."
84,"Vi synes også, det er godt, at det ikke kun er narkohandel, der gælder som kriminelle handlinger, men alle former for organiseret kriminalitet.",positive,"Det glæder os ligeledes, at alle former for organiseret kriminalitet betragtes som kriminelle handlinger, ikke kun narkohandel."
85,"Jeg vil nu sige noget, som gælder for mig selv, for holdet og for alle: Vi håber på, at krisen vil blive løst hurtigt, at volden vil ophøre, og at flygtningene hurtigst muligt kan vende tilbage til deres hjem.",positive,"Nu vil jeg dele mine håb, som gælder for både mig selv, vores hold og alle andre: Vi ønsker, at krisen bliver løst hurtigt, volden stopper, og flygtningene kan vende hjem så hurtigt som muligt."
86,Jeg forkaster det resolut!,negative,Jeg afviser det kategorisk!
87,Afstemningen finder sted tirsdag den 19. oktober 2010.,neutral,Tirsdag den 19. oktober 2010 er datoen for afstemningen.
88,"&#160;&#160; - Hr. formand, inden jeg starter, vil jeg nævne, at jeg finder det helt utroligt, at en kvinde fra Irland hævder, at Irland ikke har fået noget ud af EU-medlemskabet, og at en person fra Nordirland derefter hævder, at handelspolitikken ikke har noget med demokrati at gøre.",negative,"- Før jeg begynder, vil jeg gerne udtrykke min overraskelse over en irsk kvinde, der hævder, at Irland ikke har haft gavn af medlemskabet i EU, efterfulgt af en person fra Nordirland, der mener, at handelspolitik ikke har nogen forbindelse til demokratiet. Det er en tankevækkende debat, der rejser spørgsmål om EU's indflydelse på nationer og borgernes opfattelse af demokrati."
89,"Stigningen i lufttrafikken og antallet af dem, der anvender vort system, som i forvejen er overbelastet, kan ikke vente på, at disse budgetter fastsættes.",negative,"På grund af den øgede lufttrafik og det stigende antal brugere af vores allerede overbelastede system, kan vi ikke vente på, at disse budgetter bliver fastlagt."
90,"Hvis man ser på 1984, da kvotesystemet blev indført, havde vi 1,6 mio. mælkeproducenter i det gamle EU-10.",neutral,"I 1984 blev kvotesystemet indført, og på det tidspunkt havde det gamle EU-10 omkring 1,6 millioner mælkeproducenter."
91,"Hvad angår de tekniske foranstaltninger og oprindelsesgaranti for den økologiske elektricitet, kan vi beklageligvis ikke støtte de ændringsforslag, der går ud på at udvide denne garanti til alle typer elektricitet eller til elektricitet fra tredjelande, da det går ud over forslagets anvendelsesområde.",negative,"Når det kommer til tekniske foranstaltninger og oprindelsesgaranti for økologisk elektricitet, beklager vi, at vi ikke kan støtte ændringsforslagene om at udvide garantien til alle typer elektricitet eller elektricitet fra tredjelande. Dette skyldes, at det falder uden for forslagets anvendelsesområde."
92,"Vi skal nå et vist punkt, før vores samarbejde vil være helt effektivt.",neutral,"Før vores samarbejde kan være fuldt ud effektivt, er det nødvendigt, at vi når et bestemt punkt."
93,"Med anvendelsen af disse redskaber udgør 80 % af fangsten bifangst, og dette påvirker i høj grad de beskyttede arter.",neutral,"Ved brug af disse værktøjer udgør 80 % af fangsten bifangst, hvilket har stor indvirkning på de beskyttede arter."
94,"Vanskeligheden er dog endnu større, fru Hautala, for det er også en meget svær situation ved omrokeringer.",negative,"Udfordringen er dog endnu større, fru Hautala, da omrokeringer også skaber en meget vanskelig situation."
95,"Vi må især overveje at anskaffe europæiske slukningsfly, som har en betydelig kapacitet, og som bør være tilpasset topografien.",positive,"Det er vigtigt at tænke nøje over at anskaffe brandfly fra Europa, da de har en stor kapacitet og skal være velegnede til det specifikke terræn."
96,"På UEN-Gruppens vegne vil jeg gerne lykønske ordføreren, hr. Kamall, med det glimrende arbejde, han har udført.",positive,Jeg vil på vegne af UEN-Gruppen gerne sende mine varmeste lykønskninger til hr. Kamall for hans fremragende indsats.
97,"Ændringsforslag 8 er også overflødigt, da det nuværende program ikke har nogen direkte virkning på lokale skattemyndigheder, og jeg nævner dette i forbindelse med bemærkningerne fra hr. Mayol i Raynal.",negative,"Ændringsforslag 8 kan undværes, da det nuværende program ikke har nogen umiddelbar indvirkning på lokale skattemyndigheder, hvilket jeg nævner i forbindelse med hr. Mayols bemærkninger i Raynal."
98,"Som De ved, fastlægges der med disse forpligtelser regler og procedurer, som effektivt begrænser de amerikanske myndigheders brug af passagerlisteoplysninger.",neutral,"Som De er bekendt med, etableres der med disse forpligtelser faste retningslinjer og procedurer, der effektivt begrænser anvendelsen af passageroplysninger af de amerikanske myndigheder."
99,"Derfor takker jeg hr. Rehder for, at han i særlig grad har gjort det klart, at vi ikke får styr på landbrugspolitikken, hvis vi ikke baserer den på fremtidsperspektiver, det vil sige perspektiver om fornyelige råstoffer.",positive,"Jeg vil derfor gerne takke hr. Rehder for hans tydelige pointer om, at vi kun kan løse landbrugspolitikkens udfordringer ved at basere den på fremtidsorienterede perspektiver såsom bæredygtige ressourcer."
100,"Men når vi ser ud i fremtiden, vil jeg gerne tage tre emner op.",neutral,"Når vi retter vores blik mod fremtiden, ønsker jeg at berøre tre emner."
101,"Vi er bevidste om den skrøbelige sensitivitet og de særlige rettigheder i forbindelse med disse spørgsmål, men vores konklusion er klar.",positive,"Vi er velinformerede om de følsomme emner og de specielle rettigheder, der er forbundet med disse spørgsmål, men vores holdning er tydelig."
102,"Jeg håber, vi kan nå til enighed om noget, der svarer til Rådets forslag.",positive,"Jeg håber, at vi kan opnå en fælles forståelse, der matcher Rådets forslag."
103,"Men naturligvis er det også nødvendigt med en ny form for finansiering for at nå dertil, for de unge er ikke rige.",neutral,"Selvfølgelig kræver det også en ny type finansiering, for de unge er ikke velhavende."
104,"For at opnå dette mål iværksatte Kommissionen den 30. juli 1996 en række aktiviteter, som allerede er begyndt at give resultater.",positive,"For at opnå dette mål indledte Kommissionen en række aktiviteter den 30. juli 1996, som allerede har vist positive resultater."
105,Den stigende arbejdsløshed i Europa er meget skuffende.,negative,"Det er meget skuffende at se, at arbejdsløsheden stiger i Europa."
106,"Det første er en vigtig bestemmelse, som ikke blot er til gavn for borgerne, men som også i praksis ansporer udviklingen af det indre marked.",positive,"Den første bestemmelse er af stor betydning, da den ikke kun gavner borgerne, men også fremmer udviklingen af det indre marked i praksis."
107,Jeg vil ikke kritisere den store arbejdsindsats.,neutral,Jeg ønsker ikke at påpege manglen på arbejdsindsats.
108,"Hvis der ikke investeres, vil EU generelt opleve større og større økonomiske og sociale problemer, og det ønsker vi ikke.",negative,"Vi ønsker ikke, at EU skal opleve større og større økonomiske og sociale problemer, hvis der ikke bliver investeret."
