,text,label,paraphrased_text
16,Vi ser positivt på hr. Kirchners valg som argentinsk præsident og på præsident Lulas og præsident Kirchners udtalelser om Mercosurs fremtid.,positive,Hr. Kirchners valg som argentinsk præsident og præsident Lulas og præsident Kirchners udtalelser om Mercosurs fremtid bliver betragtet positivt af os.
17,Specielt Østersøen er et meget følsomt hav med brakvand.,neutral,"Især når det kommer til Østersøen, er det et hav med en meget sårbar brakvandsøkosystem."
18,"Jeg konstaterer dog til min store tilfredshed, at den offentlige europæiske debat om grønbogen på en vis måde har dæmpet medlemsstaternes modvilje, eftersom de i nogle tilfælde ligefrem principielt var modstandere af at tage spørgsmålet om lovlig indvandring op på europæisk plan.",positive,"Dog bemærker jeg til min store tilfredshed, at den offentlige europæiske debat om grønbogen på en vis måde har mildnet medlemsstaternes modstand, da de i nogle tilfælde var imod at behandle spørgsmålet om lovlig indvandring på europæisk niveau."
19,"Hr. formand, mine damer og herrer!",neutral,"Hr. formand, ærede tilstedeværende!"
20,"Oprørsbevægelsen FLN har nægtet al indblanding, men støtter heller ikke fredsprocessen.",negative,"FLN, oprørsbevægelsen, benægter enhver form for indblanding, men de giver heller ikke deres støtte til fredsprocessen."
21,"Øverst på den politiske dagsorden i dag er den store, økonomiske krise, som landet er i nu, problemet med tilbagevendende, vandrende arbejdstagere og selvfølgelig vold og organiseret kriminalitet.",negative,"De vigtigste emner på den politiske dagsorden i dag er den omfattende økonomiske krise, som landet befinder sig i, udfordringen med arbejdstagere, der rejser frem og tilbage, samt problemet med vold og organiseret kriminalitet."
22,"Vi forventer af ethvert tiltrædelsesland, at det har et fuldt fungerende retssystem, der er i stand til at bekæmpe korruption og organiseret kriminalitet.",neutral,"Ethvert land, der ønsker at tilslutte sig, skal have et retssystem, der fungerer godt og kan bekæmpe korruption og organiseret kriminalitet."
23,Det er nået for nogle af landene på forskellig vis.,neutral,Nogle af landene har nået det på forskellige måder.
24,"Nogle regeringschefer risikerede i weekenden atter at henfalde til deres gamle spil om magt og penge, hvorved de egentlig ignorerer de europæiske borgeres ønske.",negative,"I weekenden var der en risiko for, at visse regeringschefer igen ville ty til deres velkendte spil om magt og penge og derfor ikke ville tage hensyn til de ønsker, som europæiske borgere har."
25,Denne opfattelse deles af formændene for de andre udvalg.,neutral,Ledelsen af de andre udvalg er enige i denne opfattelse.
26,"I henhold til denne klausul skal de relevante EU-institutioner, herunder Europa-Parlamentet, have bemyndigelse til effektivt at overvåge, at EU's aftalepartnere overholder menneskerettighederne og de demokratiske principper.",neutral,"Ifølge denne bestemmelse skal de passende EU-institutioner, herunder Europa-Parlamentet, have beføjelse til på effektiv vis at observere, om EU's aftalepartnere respekterer menneskerettigheder og demokratisk principper."
27,"Striden skal afsluttes gennem WTO, og indtil da bør alle andre forhandlinger med USA stilles i bero.",neutral,"Konflikten skal løses gennem WTO, og indtil det sker, bør alle andre forhandlinger med USA suspenderes."
28,"Den første er debatten om den såkaldte mellemkategori, som har meget nationale toner.",neutral,"Diskussionen om mellemkategorien, der også omtales med nationale undertoner, er den første."
29,For at sikre arbejdsroen i byerne er prisen på fødevarepakken holdt kunstigt nede i årevis.,neutral,Prisen på fødevarepakken er blevet kunstigt holdt nede i årevis for at sikre fred og ro på arbejdspladserne i byerne.
30,"I forlængelse af en anmodning fra de afrikanske statsoverhoveder i Maputo i juli 2003 om, at en del af deres nationale bevillinger skulle ""barberes af"" for at etablere en fredsfacilitet, handlede Kommissionen hurtigt.",neutral,"Efter at have modtaget en anmodning fra de afrikanske statsledere i Maputo i juli 2003 om at reducere en del af deres nationale bevillinger for at oprette en fredsfacilitet, handlede Kommissionen hurtigt."
31,"Parlamentets plenarforsamling udtrykte i en beslutning beklagelse over EU-delegationens handlemåde, eftersom der for første gang fastsattes en lavere TAC end den, der var anbefalet af NAFO's videnskabelige komité, som vejledende havde tilrådet et loft på 40.000 tons.",negative,"Den beslutning, der blev vedtaget på plenarforsamlingen i parlamentet, udtrykte beklagelse over EU-delegationens handlinger. Dette skyldes, at der for første gang blev fastsat en lavere TAC end det, der blev anbefalet af NAFO's videnskabelige komité. Det blev anbefalet at sætte en grænse på 40.000 tons."
32,I dag kan debatten om dette emne kun bremse konvergensprocessen.,neutral,Diskussionen om dette emne kan i dag blot forhindre konvergensprocessen.
33,"Da han bøjede sig ned, kunne han se, at han var død.",negative,"Da han bukkede sig ned, bemærkede han, at den person var afgået ved døden."
34,"Jeg beklager, at jeg ikke kan støtte Poos-betænkningen om Cypern.",negative,"Jeg er ked af, at jeg ikke kan bakke op om Poos-betænkningen om Cypern."
35,"Problemet består i, at den tyrkisk-cypriotiske befolkning af dets egne myndigheder - jeg siger myndigheder i anførelsestegn - hindres i at opfylde de nødvendige forudsætninger i den forbindelse, og det er oprindelsesattesterne, som det netop ikke er Den Tyrkiske Republik Nordcypern, men kun den folkeretligt anerkendte Republik Cypern, der kan udstede.",negative,"Problemet er, at den tyrkisk-cypriotiske befolkning er forhindret af deres egne myndigheder - jeg bruger ""myndigheder"" i citationstegn - i at opfylde de nødvendige betingelser i denne forbindelse. Det er oprindelsesattester, som kun den folkeretligt anerkendte Republik Cypern, og ikke Den Tyrkiske Republik Nordcypern, kan udstede."
36,"Der er et ganske særligt forhold mellem EU-institutionerne, især Europa-Parlamentet, og Euronews: satellitkanalens drift er blevet finansieret med midler, der stammer fra skatteborgerne i EU.",neutral,"EU-institutionerne, især Europa-Parlamentet, har et særligt forhold til Euronews, da kanalens drift finansieres af skatteborgerne i EU."
37,"Vi har hermed startet et første forsøg på også at tage højde for de tre- og firhjulede køretøjer, men vi ved også godt, at dette ikke kan reguleres fra i dag til i morgen.",neutral,"Vi er begyndt at tage hensyn til både tre- og firhjulede køretøjer i et første forsøg, men vi er klar over, at det ikke er noget, der kan reguleres med det samme."
38,"Da Økofin-Rådet på mødet den 8.&#160;marts ikke kunne nå til enighed om en rapport til Det Europæiske Råd, fortsætter formandskabet sine høringer for at finde en løsning, som alle kan acceptere, og som kan forelægges for stats- og regeringscheferne.",neutral,"Eftersom Økofin-Rådet ikke kunne blive enig om en rapport til Det Europæiske Råd på mødet den 8. marts, fortsætter formandskabet med at afholde høringer for at finde en løsning, der kan accepteres af alle og præsenteres for stats- og regeringscheferne."
39,"Mauretanien, oven i købet i lufthavnen.",neutral,"Selv i lufthavnen, må Mauretanien overvejes."
40,"Fru formand, jeg vil tale om det samme punkt i henhold til dagsordenen som hr. Atkins.",neutral,"Fru formand, jeg ønsker at diskutere det samme emne på dagsordenen som hr. Atkins."
41,"Når der i forslaget flere gange udtrykkeligt henvises til Vatikanets ansvar, grænser det således til en politisk udnyttelse, som uden tvivl bør forkastes.",negative,"Når forslaget gentagne gange tydeligt påpeger Vatikanets ansvar, så nærmer det sig dermed en politisk udnyttelse, som uden tvivl bør afvises."
42,"Efter min gruppes opfattelse findes der tre principielle problemer: de nye tjenester, kvoterne og virksomhedsflytningerne.",negative,"Ifølge vores gruppe er der tre grundlæggende problemer: de nye services, kvoterne og virksomhedsoverflytningerne."
43,"Fordi betingelserne for handelen blev lempet, kan det sikkert også forsvares.",positive,"Det kan sikkert også forsvares, da betingelserne for handelen blev mildnet."
44,"Jo mere vi taler om økonomisk konkurrence for alle intellektuelle ejendomsrettigheder, jo mere vigtigt er det at regulere og kontrollere denne konkurrence.",neutral,"Regulering og kontrol af økonomisk konkurrence for alle intellektuelle ejendomsrettigheder bliver stadigt vigtigere, jo mere vi taler om det."
45,"Jeg tror således, at vi skal være konsekvente i vores handlinger og genoptage dette arbejde.",neutral,"Jeg mener derfor, at vi bør være konsekvente i vores handlinger og starte arbejdet igen."
46,Menneskerettigheder skal beskyttes og anerkendes uanset den pågældende situation.,positive,Uanset omstændighederne skal man beskytte og anerkende menneskerettighederne.
47,Hvordan med smørprisen?,neutral,Hvad med prisen på smør?
48,"Mener kommissæren ikke, at medlemsstaternes økonomiske situation i de sidste dage og uger nødvendigvis har ændret sig og måske fortjener lidt større fleksibilitet?",neutral,"Synes kommissæren ikke, at medlemsstaternes økonomiske situation i de seneste dage og uger nødvendigvis har ændret sig og måske fortjener en smule mere fleksibilitet?"
49,"Når alt kommer til alt, er denne innovation en mulighed for disse nye europæiske lande, og deres videnskab og nye teknologier bør også udvikles til gavn for Europa på en sammenhængende måde.",positive,"På den sidste ende er denne nyskabelse en mulighed for de nye europæiske lande, og de bør udvikle deres videnskab og nye teknologier til Europas fordel på en koordineret måde."
50,"Vores gruppe accepterer imidlertid ikke den prioriterede status, der er givet til det initiativ, der er kendt under navnet Overarching Process, hvorefter antallet af permanente nationale medlemmer ville blive forhøjet.",neutral,"Dog accepterer vores gruppe ikke den prioriterede status, der er blevet tildelt initiativet kendt som Overarching Process, hvilket indebærer, at der vil blive øget antallet af permanente nationale medlemmer."
51,"Jeg glædede mig faktisk over at høre, at Sharon ville fjerne bosættelserne i Gaza, lige indtil det blev klart, at han bare ville flytte dem til Vestbredden, og at det var et led i, at han nu ville opgive køreplanen for fred og netop begynde at handle unilateralt.",negative,"Jeg var egentlig glad for at høre, at Sharon havde planer om at fjerne bosættelserne i Gaza, indtil det blev tydeligt, at han blot ønskede at flytte dem til Vestbredden, som en del af sin beslutning om at opgive fredsprocessen og begynde at handle ensidigt."
52,"Den kendsgerning, at militærpersoner, guerillaer, ja, endog landets spidser er indblandet i narkotikahandel, den allestedsnærværende korruption, regeringens planer om yderligere at indskrænke demokratiske rettigheder som pressefriheden, fører efter al sandsynlighed dette vigtige latinamerikanske land stadig længere ned i afgrunden.",negative,"Det faktum, at militærfolk, guerillaer og endda landets ledere er involveret i narkotikahandel, den udbredte korruption og regeringens planer om at begrænse demokratiske rettigheder som pressefriheden, sandsynligvis fører dette vigtige latinamerikanske land dybere ned i afgrunden."
53,"Hr. Dell'Alba, hr. Cars og Hr. Pettinari har nævnt problemet med dødsstraffen.",neutral,"Problemet med dødsstraffen er blevet nævnt af Hr. Dell'Alba, Hr. Cars og Hr. Pettinari."
54,"Jeg tror, vi virkelig er nået til det punkt, at BSE-krisen kan udvikle sig til en krise i Den Europæiske Union.",negative,"Jeg tror, at BSE-krisen potentielt kan udvikle sig til en krise for Den Europæiske Union."
55,Europa-Parlamentets holdning har altid været meget klar med hensyn til nationernes uindskrænkede selvbestemmelsesret.,neutral,Europa-Parlamentet har altid haft en tydelig holdning til nationers ubegrænsede ret til selvbestemmelse.
56,Fru Swiebel giver i betænkningen udtryk for sine personlige synspunkter angående menneskerettighederne.,neutral,I sin betænkning udtrykker Fru Swiebel sine individuelle holdninger vedrørende menneskerettighederne.
57,"Formanden sagde, at de kontrollerer 40 % af Kosovo, og at deres holdning er »uafhængighed«.",neutral,"Ifølge formanden blev det udtalt, at de har kontrol over 40 % af Kosovo, og at deres ståsted er ""uafhængighed""."
58,Jeg blev særlig glad for at lytte til kommissær Orbans indlæg om Europa-Kommissionens hensigter med og tilgang til Moldova.,positive,Kommissær Orbans indlæg om Europa-Kommissionens hensigt og tilgang til Moldova gjorde mig særligt glad.
59,"Alle regeringer, tyrannier, får i sidste ende magten med samtykke fra de befolkninger, de regerer over.",negative,Til sidst opnår alle regeringer og tyrannier magten med befolkningernes samtykke.
60,"Frihandel er fundamentet i vores økonomi - ca. 80 % af vores BNP er på den ene eller anden måde skabt af aktiviteter, der har forbindelse til international handel.",neutral,"Ca. 80 % af vores BNP genereres på en eller anden måde af aktiviteter, der er relateret til international handel, hvilket betyder, at frihandel er afgørende for vores økonomiske fundament."
61,Det er ikke min vision for Europa.,negative,Min vision for Europa er ikke det.
62,"&#160;&#160; - Hr. formand, jeg tilslutter mig de øvrige taleres ros til ordføreren for hendes arbejde med denne meget vigtige betænkning.",positive,"- Hr. formand, jeg er enig med de andre taleres ros til ordføreren for hendes indsats i forbindelse med denne betænkning, der er meget vigtig."
63,Men imod bedre vidende håber jeg stadigvæk på en afslutning i Rambouillet og har inden for rammerne af mine muligheder påvirket albanerne.,positive,"Trods min viden håber jeg stadig på en afslutning i Rambouillet og har gjort, hvad jeg kunne, for at påvirke albanerne."
64,"Jeg er ked af, at hr. Hegyi er modstander af kulstofbinding og -oplagring.",negative,"Det beklager jeg, at hr. Hegyi er imod kulstofbinding og -oplagring."
65,"Hvordan bliver det så, hvis de økonomiske konjunkturer forringes, og vi får flere borgerlige regeringer i Rådet?",negative,"Hvordan vil det være, hvis økonomien forværres, og der kommer flere borgerlige regeringer i Rådet?"
66,"Det gennemgående tema i indlæggene fra de fleste af medlemmerne er, at Den Europæiske Union skal spille en større rolle på det politiske område.",neutral,"De fleste af medlemmernes indlæg fokuserer på, at Den Europæiske Union bør have en større indflydelse inden for politik."
67,Den blev videregivet til Parlamentet i august 1996.,neutral,Den blev overbragt til Parlamentet i august 1996.
68,"Deres indflydelse på de beslutninger, der træffes af arbejdsmarkedets parter, skal forstærkes.",neutral,"Der bør styrkes på jeres påvirkning af de beslutninger, som arbejdsmarkedets parter tager."
69,"Ligevægten mellem de europæiske institutioner har faktisk ændret sig, så den passer til det, der var hensigten i henhold til Maastricht-traktaten og Amsterdam-traktaten.",positive,"Balanceforholdet mellem de europæiske institutioner har faktisk ændret sig, så det er i overensstemmelse med Maastricht-traktaten og Amsterdam-traktaten."
70,Der bliver altså sat en væsentlig bevægelse i gang.,neutral,En betydelig bevægelse bliver igangsat.
71,"Det kan ikke løsrives fra politik, fordi kommunikation kun kan blive så god som indholdet af den.",neutral,"Politik er uundgåeligt forbundet med det, fordi kvaliteten af kommunikation kun kan være lige så god som indholdet af den."
72,Det skal vi være i stand til at svare på.,neutral,Vi skal kunne besvare det.
73,Derfor skal der være kollektiv finansiering på området.,neutral,Af den grund bør der være fælles finansiering af området.
74,Har han rejseplaner eller tager han imod betydningsfulde gæster?,neutral,Planlægger han at rejse eller vil han have besøg af vigtige gæster?
75,"Begge parter må respektere menneskerettighederne, og Unionen må kræve, at de, som ikke gør det, bliver retsforfulgt.",neutral,"Både parter skal vise respekt for menneskerettighederne, og Unionen skal insistere på, at der retsforfølges dem, der ikke overholder dem."
76,"Det flyveforbud fører os tilbage til den vidtrækkende debat om sikkerhed, som ofte har været ført i Parlamentet, og hvor vi har sagt, at vi, og her mener jeg Parlamentet og velsagtens også Kommissionen, kan og skal indføre bestemmelser på området på europæisk plan, hvis medlemsstaterne nærer ønske herom.",neutral,"Forbudet mod flyvning bringer os tilbage til den omfattende debat om sikkerhed, der ofte er ført i Parlamentet, hvor vi har sagt, at Parlamentet og muligvis også Kommissionen kan og bør indføre regler på europæisk niveau om dette emne, hvis medlemslandene ønsker det."
77,"New Zealand ligger så at sige ved verdens udkant, og Irland ligger trods alt i Europas periferi.",neutral,"New Zealand er så at sige placeret ved verdens yderkant, og Irland befinder sig alligevel i Europas ydre områder."
78,En oprigtig tak til hr. Jacob og hr. Fillippi for deres mundtlige forespørgsel om dette emne.,positive,Vi ønsker at udtrykke vores oprigtige tak til hr. Jacob og hr. Fillippi for deres muntlige forespørgsel vedrørende dette emne.
79,Ideologierne bag disse systemer udelukkede hele grupper af borgere fra retsstatsprincippet og dømte dem til døden eller fysisk og social fornedrelse med det formål at opbygge et nyt og angiveligt bedre samfund.,negative,"Formålet med disse systemer var ifølge ideologierne at opbygge et nyt og forbedret samfund, men det medførte, at hele grupper af borgere blev ekskluderet fra retsstatsprincippet og blev dømt til døden eller en fornedret tilværelse på både fysisk og socialt plan."
80,"Vi skal i dag stemme om den betænkning, fru Járóka har udarbejdet.",neutral,"I dag skal vi afgive vores stemme om den betænkning, som fru Járóka har forberedt."
81,"De kan være forsikret om, at vi har noteret Deres bemærkning, og at vi vil undersøge det.",positive,"Vi kan forsikre Dem om, at vi har noteret Deres kommentar og vi vil undersøge den."
82,"Jeg tror, at De dér har berørt et vigtigt punkt.",positive,"Jeg tror, at du har ramt et vigtigt emne der."
83,"Hvis EU ikke garanterer, at de ikke vil blive »de glade betalere« for liberaliseringsprocesserne, vil vi som europæiske institutioner fjerne os stadigt mere fra borgerne.",negative,"Hvis EU ikke sikrer, at de ikke ender som dem, der betaler gladeligt for liberaliseringsprocesser, vil vi som europæiske institutioner blive mere og mere adskilt fra borgerne."
84,"Vi synes også, det er godt, at det ikke kun er narkohandel, der gælder som kriminelle handlinger, men alle former for organiseret kriminalitet.",positive,"Vi er også tilfredse med, at alle typer af organiseret kriminalitet betragtes som kriminelle handlinger og ikke kun narkohandel."
85,"Jeg vil nu sige noget, som gælder for mig selv, for holdet og for alle: Vi håber på, at krisen vil blive løst hurtigt, at volden vil ophøre, og at flygtningene hurtigst muligt kan vende tilbage til deres hjem.",positive,"Nu vil jeg sige noget, der gælder for mig selv, teamet og alle: Vi ønsker, at krisen bliver løst hurtigt, at volden stopper, og at flygtningene kan vende tilbage til deres hjem så hurtigt som muligt."
86,Jeg forkaster det resolut!,negative,Jeg afviser det bestemt!
87,Afstemningen finder sted tirsdag den 19. oktober 2010.,neutral,Tirsdag den 19. oktober 2010 afholdes afstemningen.
88,"&#160;&#160; - Hr. formand, inden jeg starter, vil jeg nævne, at jeg finder det helt utroligt, at en kvinde fra Irland hævder, at Irland ikke har fået noget ud af EU-medlemskabet, og at en person fra Nordirland derefter hævder, at handelspolitikken ikke har noget med demokrati at gøre.",negative,"- Hr. formand, inden jeg begynder, vil jeg gerne påpege, at jeg finder det helt fantastisk, at en kvinde fra Irland påstår, at Irland ikke har nydt gavn af at være medlem af EU, og at en person fra Nordirland efterfølgende påstår, at handelspolitik ikke har noget at gøre med demokrati."
89,"Stigningen i lufttrafikken og antallet af dem, der anvender vort system, som i forvejen er overbelastet, kan ikke vente på, at disse budgetter fastsættes.",negative,"Vores system er allerede overbelastet på grund af stigningen i lufttrafikken og antallet af brugere, og det kan ikke vente på, at disse budgetter bliver fastsat."
90,"Hvis man ser på 1984, da kvotesystemet blev indført, havde vi 1,6 mio. mælkeproducenter i det gamle EU-10.",neutral,"Da kvotesystemet blev indført i 1984, havde det gamle EU-10 1,6 mio. mælkeproducenter."
91,"Hvad angår de tekniske foranstaltninger og oprindelsesgaranti for den økologiske elektricitet, kan vi beklageligvis ikke støtte de ændringsforslag, der går ud på at udvide denne garanti til alle typer elektricitet eller til elektricitet fra tredjelande, da det går ud over forslagets anvendelsesområde.",negative,"Desværre kan vi ikke støtte ændringsforslagene om at udvide oprindelsesgarantien til alle former for elektricitet eller til elektricitet fra tredjelande, da dette går ud over forslagets mål og anvendelsesområde."
92,"Vi skal nå et vist punkt, før vores samarbejde vil være helt effektivt.",neutral,"For at vores samarbejde kan være fuldt effektivt, skal vi først nå et bestemt punkt."
93,"Med anvendelsen af disse redskaber udgør 80 % af fangsten bifangst, og dette påvirker i høj grad de beskyttede arter.",neutral,"80 % af fangsten udgøres af bifangst, hvilket har en stor negativ effekt på beskyttede arter, når man bruger disse redskaber."
94,"Vanskeligheden er dog endnu større, fru Hautala, for det er også en meget svær situation ved omrokeringer.",negative,"Fru Hautala, vanskeligheden er imidlertid endnu større, da omrokeringer også er en meget udfordrende situation."
95,"Vi må især overveje at anskaffe europæiske slukningsfly, som har en betydelig kapacitet, og som bør være tilpasset topografien.",positive,"Det er vigtigt at tænke særligt på at få fat i europæiske slukningsfly, som har en stor kapacitet og kan tilpasses til topografien."
96,"På UEN-Gruppens vegne vil jeg gerne lykønske ordføreren, hr. Kamall, med det glimrende arbejde, han har udført.",positive,"På vegne af UEN-Gruppen ønsker jeg at give ordføreren, hr. Kamall, en stor ros for hans fremragende indsats."
97,"Ændringsforslag 8 er også overflødigt, da det nuværende program ikke har nogen direkte virkning på lokale skattemyndigheder, og jeg nævner dette i forbindelse med bemærkningerne fra hr. Mayol i Raynal.",negative,"Ændringsforslag 8 behøves heller ikke, eftersom det nuværende program ikke påvirker lokale skattemyndigheder direkte, og jeg nævner dette i relation til kommentarerne fra hr. Mayol i Raynal."
98,"Som De ved, fastlægges der med disse forpligtelser regler og procedurer, som effektivt begrænser de amerikanske myndigheders brug af passagerlisteoplysninger.",neutral,"Regler og procedurer til at begrænse de amerikanske myndigheders brug af passagerlisteoplysninger fastlægges effektivt med disse forpligtelser, som De ved."
99,"Derfor takker jeg hr. Rehder for, at han i særlig grad har gjort det klart, at vi ikke får styr på landbrugspolitikken, hvis vi ikke baserer den på fremtidsperspektiver, det vil sige perspektiver om fornyelige råstoffer.",positive,"Af den grund ønsker jeg at takke hr. Rehder for at have understreget vigtigheden af at basere vores landbrugspolitik på fremtidsperspektiver, herunder perspektiver om fornyelige ressourcer."
100,"Men når vi ser ud i fremtiden, vil jeg gerne tage tre emner op.",neutral,"Når vi kigger fremad, ønsker jeg at diskutere tre emner."
101,"Vi er bevidste om den skrøbelige sensitivitet og de særlige rettigheder i forbindelse med disse spørgsmål, men vores konklusion er klar.",positive,"Selvom vi er godt klar over vigtigheden og særlige hensyn i forhold til disse spørgsmål, så er vores konklusion tydelig."
102,"Jeg håber, vi kan nå til enighed om noget, der svarer til Rådets forslag.",positive,"Jeg håber, at vi kan opnå enighed om noget, der ligner Rådets forslag."
103,"Men naturligvis er det også nødvendigt med en ny form for finansiering for at nå dertil, for de unge er ikke rige.",neutral,"Selvfølgelig er det dog også påkrævet med en ny type økonomisk støtte til at nå dette mål, da de unge ikke er velhavende."
104,"For at opnå dette mål iværksatte Kommissionen den 30. juli 1996 en række aktiviteter, som allerede er begyndt at give resultater.",positive,"Kommissionen startede en række aktiviteter den 30. juli 1996 for at opnå dette mål, og disse aktiviteter begynder allerede at give resultater."
105,Den stigende arbejdsløshed i Europa er meget skuffende.,negative,"Det er meget skuffende, at arbejdsløsheden i Europa stiger."
106,"Det første er en vigtig bestemmelse, som ikke blot er til gavn for borgerne, men som også i praksis ansporer udviklingen af det indre marked.",positive,"En vigtig bestemmelse, der gavner både borgerne og fremmer udviklingen af det indre marked, er det første."
107,Jeg vil ikke kritisere den store arbejdsindsats.,neutral,Jeg har ingen intention om at kritisere den store arbejdsindsats.
108,"Hvis der ikke investeres, vil EU generelt opleve større og større økonomiske og sociale problemer, og det ønsker vi ikke.",negative,"Hvis der ikke bliver foretaget investeringer, vil EU i det hele taget opleve større og større økonomiske og sociale udfordringer, og det er ikke noget, vi ønsker."
109,"Det er også sådan, man skal forstå ordførerens ønske om at give denne indsats en praktisk indfaldsvinkel ved at afholde konkurrencer og dermed give anledning til nogle konkrete overvejelser om idrættens pædagogiske muligheder.",neutral,"Ordførerens ønske om at afholde konkurrencer og dermed fremme konkrete overvejelser om idrættens pædagogiske muligheder, skal også forstås på den måde."
110,Der bør også være en garanti mod i hvert fald kortsigtede afskedigelser.,neutral,Der burde også være en sikring imod i det mindste midlertidige afskedigelser.
111,"Rådet er fuldt medvidende om, at det ambitiøse arbejde på dette område også indebærer en betydelig arbejdsbyrde for Europa-Parlamentet.",neutral,"Rådet er grundigt klar over, at det ambitiøse arbejde på dette område også kræver meget arbejde fra Europa-Parlamentet."
112,"Fru formand, jeg har for vane altid at være til stede ved mødets åbning mandag eftermiddag kl. 17.",neutral,"Kære formand, det er min vane at være til stede ved mødets start mandag eftermiddag klokken 17."
