label,New,org_or_new
neutral,"Det skønnes, at det er cirka en 8-9 procentnings chance for, at ingen kommer ind, og en 7-8 procentnings chance for, at kun Uffe bliver valgt i et københavnsk kredsmandat (eller Gejl i Østjylland).",0
neutral," Mit synspunkt er, at EU ikke er en isoleret tredje parti. Det er et samarbejdsnetværk, som Danmark er medlem af og derfor skal vi håndtere i samarbejde.",0
positive," Det er vigtigt at minde om denne dag, selvom den er blevet talt ned som en joke. Den er meget vigtigere end politiske spøg eller lignende (selvfølgelig har jeg altid stemt rødt). Tak for at mindes med mig, Lars 🇩🇰",0
neutral,"Å, ja, det vil også ske. Vi har indstillet bus tilmeldingsperioden nu. Der er flere faktorer i spil nu, som gør at vi højest sandsynligvis genstartes og laves fra færre. Flere oplysninger kommer senere, når det er i orden #VejleB #ForzaVejle",0
positive,"Øh, så det betyder, at baseret på billedet og modemæssigt talt, skønner du, at jeg er omkring 55 år gammel i dag. Du holder deg sgu godt!",0
positive," Aftalen er gjort!🤝 Ha det på boksen, og tak for dine kommentarer!",0
neutral,Østrig begynder fase 1/2a-prøve med HPV-lægeværn,0
negative," Jeg er enig med, at national lovgivning skaber barrierekul og forhindrer i nødvendige initiativer i de byer, der er mest ramt af luftforurening. Luften koster vores samfund store summer hvert år #dkgreen #dkpol #renluft",0
neutral, Fenerbahce fortsætter med at være uden sejre i Alanya,0
positive,"
    Fra kræftigt dygtig udvikling i løbende før var:
    
    Indmeld dig vores 10-årige bæredygtige jubilæum og hørt Ida's tale:
[LINK]

#KPH #10ÅrsIndvirkning #NæringsdygtigeBæredygtigheder #bæredygtighed #SocialInnovation #globalmålene #dkpol",0
negative," Du forstår, at du taler udenom. Vi skal se på det norske eksempel, hvor model med et prishop har vist sig at være effektivt. Resultatet er overvældende positivt: der er betydeligt færre, der ryger. Staten fortsat tjener penge på tobak, selv om det er en lige så stor udfordring som grænsehandel i Norge som i Danmark.",0
neutral,"Miljø og klima er en vigtig debatpunkt, der konkurrerer med sundhedspolitikken om førstepladsen blandt vælgernes prioriter. Udlændinge får også betydning, men det er interessant at se, hvorvidt politikere og aspiranter vil tage stilling til disse emner i valgkampen.#dkpol #dkgreen #dkklima",0
negative," Vi er meget bekymrede over de nedskæringer, som udføres på disse ydelser, fordi de har en negativ indvirkning på flygtningefamiliers mulighed for at genetableres i det danske samfund. Dette vil også gøre det vanskeligt at nå SDG'erne i Danmark.",0
neutral, En million kroner vil blive brugt til at finansiere en panda-symfoni ved indvielsen af et nyt panda-anlæg.,0
neutral,Her viser vi nyttet af Risbjerg-klippet (måske det sidste før valget bliver udskrevet) #dkpol,0
negative,"Det er virkelig overraskende, hvor meget begrænsning der er på grund af ""normalt"" adfærd. Dette tyder ikke nødvendigvis på at man opfører sig uacceptabelt.",0
positive, Jeg er glæde at have været en hjælper i at få dem med mere at vide om de ypperste spil at slette over deres mobil telefon eller tabletvinduer til drikken for madet der udestedest hedgehusforået i stuieudstilling — @USER og @USER. Kun gerne bevis for en suveræn værdi ved dit bidrag,0
neutral,I denne underjordiske facility kan dronningen finde tilflugt i fald af en atomkrig. Det er et vigtigt sted for hendes sikkerhed.,0
negative," En kvinde er fundet død under mystiske omstændigheder i Randers, og politiet har allerede anholdt en mistænkt og sigtet ham for at have begået en knivdrab.",0
negative," Det er så frustrerende at se, hvordan de fordrejer sandheden og øger absurditeten. Nu vil de også blande sig i ledelsen af skolen? Hvad gør de efter dem? Det kan fremme tankegang som er centraliseret og autoritær – hvis vi skal være ærlige, så må det være helt op til skolen!",0
negative,"Liberalistiske grupper fortsætter deres kamp imod det samfund og social sikkerhedsnet, som de har gjort siden Kanslergadeaftalen. Dette viser at S er ude af stand til at skabe ændringer i denne kontekst.#dkpol",0
neutral,"Regulering skal ydermere støtte fuldskala tests, hvilket gør det lettere at finde løsninger og fremme offentlige investeringer i forskning og udvikling. Dette gør viden og teknologi tilgængelig for erhvervslivet",0
negative,"Øjeblikkelig efter @USER! Du forsøger at forholde dig overfor min kritik af tandplejen og min kritik af regeringens politik.
Det er sandsynligvis sandt, at dit parti har været i magten i flere år, men du kan ikke undlade at indrømme, at der er sket nogle fejl her.
Ministrene skal tage ansvar for deres beslutninger og arbejde på at løse problemerne, frem for bare spørge andre om at finansiere dem. #sundpol #dkpol",0
neutral,"Ændringer forud for sundhedsreformen: Kommunerne kan få større indflydelse på sundhedsforvaltningen. Forslaget om #sundhedsreformen vil blive diskuteret i dag, og der er forskellige punkter, som regeringen er villig til at ændre. #dkpol
[LINK]",0
positive," og her er en lille opdatering fra den lille statistik, der gjorde sit bedste for at hjælpe med at forbedre resultaterne.

#esportdk #csgo #globaloffensive 

[LINK]",0
negative," Det er vigtigt at huske, at ""Den danske sang"" blev skabt i 1924 til et korstævne. Begrebet ""gay"" har også udviklet sig siden da og betyder i dag noget andereted@dr Jan Thorhauge Frederiksen beraker om dette emne #dkpol
[LINK]",0
neutral, HB Køge støtter udvidelser med leder #1div #HBKøge,0
negative,"Ønsker du at bruge udtrykket ""skrupskøre mennesker"", er det vist, at folk bliver syge af at tale om farver? Derfor burde man bare fokusere på den sunde fornuft.",0
positive," Ja, skatten på fordelinger ved salg af ejendom kan være mere fornuftig. Det ville være bedre at øge skatten indenfor indtægter (f.eks. hvis det er en arbejdsfrigjort indtægt).",0
negative,"Ændringen vil være en stor tab for overvågning og kontrol af dansk politik og myndigheder - øv👎 Respekt for beslutningen, men hvorfor ikke bruge hænderne til at modbevise skepsis?",0
negative," Skrinet har meget tyde ved, at Asfaltakquiz er på plæne. Regeringen og Folkepartiet tvinger Rød blok til vrede, fordi de ønsker en mere miljøvenlig aftale. De håber på at få et rødt flertal ved valget.",0
negative," Er du sikker på, at der ikke har været andre gange denne år, hvor du har kørt top5 i et endagsløb? Dette er en lille overraskelse... #LBL2019",0
neutral,"Ærkefjender. Tak for spørgsmålet. Men hvad betyder det konkret for de vælgere, der stemmer på mig? Vil du stemme imod en regering baseret på mit støtte til SK's foreslåede politik, selv om jeg selv ikke leder regeringen? #dkpol",0
positive," Så gud! endelig noget at se fremad til, Lucas Andersen viser fremskridt. 
    ",0
negative,"Ønsker du at kalde ham konservativ? Forladelseenheden har jo dømt ham for racisme. Det er sikkert da en prøve på at være konservativ!
Hvis dette er det niveau, så er vi lige fjernt fra at kunne have en åben dialog.",0
positive,Ændringer af læringsdynamikken rundt om Big Bang i Odense - et fagnørdernes himmel! #bbdk19,0
negative," Jeg er helt enig med dig! Det er så frustrerende, at de ansatte hos DSB ikke kan udføre deres opgaver på et passende niveau. Hvorfor tager de aldrig ikke det lille forpligtelse, som er nødvendigt for at holde jernbanen i gang?",0
neutral,"Øjeblikkeligt nedslidt? Det er et spændende emne, særlig i dag og tid. Her er en artikel der rører sig om dette emne #dkpol #fv19",0
negative,"Ændringen af Morten #Østergaard. Jeg var bange for, at kun jeg mente, at S har næsten samme retning som DF. For at fange flere stemmer, kan Mette lave en aftale med alle... uanset om det er godt eller dårligt for Danmark i fremtiden. #dkpol",0
neutral,"53 brandstationer dækker Sydjylland og det har skaffet mere end 400 brandfolk, der er samlet for at håndtere en stor operation. Det er flere brandfolk end normalt på vagt, og de arbejder tæt sammen med tre brandværener som dækker hele området.",0
neutral," Hvis du bor i Sydslesvig eller Nørrejylland og befinder sig nær #NotreDame, ville vi gerne høre fra dig. Vi ønsker at samtale med dig",0
negative,"Ændringer af sparerunderne kunne ske ved at bekæmpe minimalt effektivt registrering og administrative pårider, som både lærere og sygeplejersker er udsat for gennem de sidste 20 års Lean/NPM spin-off...
Måske burde man bare starte fra begyndelsen og designet det sundhedsvæsen, man vil have på ny...?",0
positive," Det vil være uhyggeligt underholdende.

Der er sikring på god humør, hovedbob og træarbejdere. Jeg stod også bag baren ved sidste runde på godset, og jeg kan uden tvivl sige, at der er mange talenterne modsat musikere, der...",0
neutral,"Øjeblikkelig k assistant
    Tjek ud af disse artikler, der handler om ventetidsgarantien: [LINK]",0
positive,"Ændre politikken og stoppe jagen på olie i Nordsøen, for at beskytte livet og planeten. En fremtid baseret på ny energiteknologi er vores mål ♻️🌎",0
neutral,"Er der noget du ved om, hvor pengene er gået hen? De kan jo ikke bare være forsvundet, nogen må da have fået glæde af dem.",0
positive, En løftende dag for ungdommen fra Danmark - sejre til både Clara Tauson og Holger Rune i (sandsynligvis kommenteret af en certificeret tennisnørd og kollega :-),0
neutral,"
    På torsdag aften holder LiteraturHaus en koncert med lydkollektivet SOUNDS og gæsterne Andreas Borregaard og Josefine Weber Hansen. Koncerten begynder kl. 19:30 og indgangsprisen er 70 kr., mens studerende kan betale 50 kr.

Lær mere om begivenheden her.",0
negative," Hej Henrik, jeg har netop fået viden om, at KDI har sendt rørforsøget til offentlig høring. Hvorfor? Vejret er næsten forbi og jeg undervisningsbegrundet fravær forventer jeg, at KDI vil overveje at undlade deres involvering. Skal vi sikre vores udenforstanders indsigt ved høringen? Vh Pia
    ",0
negative," Det er sandsynligvis følsomt område, når man prøver at gennemføre sine egne truksigheder og tilbagetræk, især hvis den betales fra besøgende-tildelt vare. Tilsyneladende er der ikke noget problem med at bruge server-logs for at samle statistikker, men at ændre enklen href=“[LINK]” til href=“/snooping-script?redirect=[LINK]” kender jeg ikke som noget etisk acceptabelt.",0
positive," Esporten bliver mere og mere populær i DGI's idrætsforeninger. Senest opdaterede tal viser, at der er startet 68 nye foreninger og 2.807 nye medlemmer. Det gør os glade, at flere vil slutte sig til samfundet!

#idrætspolitik #dkcivil #dkpolitik
[LINK]",0
neutral,"Slutspil og Polman: Dette kan din kvindehåndboldaften se ud som. Først fra 18.00 TTH mod Sønderjyske, derefter Aalborg imod Skjern. Når disse kampene er afgjort, kan du følge Estavana Polmans kamp i Esbjerg, hvor hun spiller KONTRA. Alt på TV 2 SPORT #hndbld",0
positive,"Økologi var et vigtigt emne under aftenen, hvor erhvervslivets ledere her til aften underskrev en erklæring om at fokusere på bæredygtige materialer og produkter i fremtiden. Dette afspejler deres ønske om at beskytte miljøet og sikre en aftermærke for fremtiden. #dkbiz #dkøkol
    ",0
positive,"30 år med Kirsten og Jesper Rungholms flyvirksomhed Den 19. august fejrer Kirsten og Jesper Rungholm deres 30 års jubilæum, idet de lancerede deres første fly i dag. Selskabet har udviklet sig betydeligt siden da og driver nu 22 forskellige flytyper med mere end 500 ansatte.",0
neutral," Jeg har diskuteret med flere af de tidligere medlemmer, der træder tilbage, om årsagerne til deres afgang og om den danske politik i dag. Der var nogle spændende refleksioner undervejs #dkpol",0
negative,"Det er helt usædvanligt at lærlinge i København skal have lavere arbejds-moral end deres kolleger på Jylland. At trække sådanne generelle konklusioner ud fra en enkelt undersøgelse kan være for kort sagt: umotiveret #dkpol
    ",0
neutral," Hvis Arsenal vinder, går de I CL. Hvis Chelsea vinder, går Arsenal til EL. Under forudsætning, at Arsenal ender som femmer i #pldk",0
negative,"Øjeblikket går du langs Strøget, sådan er det yderst muntert, at alle Amnesty International-folk holder sig væk fra dig, fordi de ikke kan tåle humor.",0
positive,"En ting jeg elsker om FCK, er at de anvender en cyklus med forbedring, hårdt arbejde, resultater, økonomisk vækst og fremadrivelse, der gentages i et loop",0
negative,"Øjeblikkeligt du stopper dit vås og udenomssnak, hvem står bag denne rasten? Og hvad er deres syn på alliansparternes position i Danmark? At yde nationale overvevelser bliver troligtvis kræftigt afviset af grundlovens forfattere.",0
negative," Det er en helligdag, og hun vil sandsynligvis fejre den i morgen. Men det er jo ikke første gang, at hun gør dette. ",0
neutral,"Ær du klar over denne artikel? Jeg mener, det er en af de længste og mest udarbejdede artikler, vi har udgivet i de seneste år. Den er opdelt i flere afsnit og henviser også til flere beretninger fra britiske medier.",0
negative,"Ønsker om en striktingindlaeningspolitik findes så skylden her for den virkelig burde lægges på Rasmus Paludan. Hver gang man trækker grænsen mere mod højre, får politikere som Pernille Vermund en mere fornuftig synsvinkel. #dkpol",0
negative," Enten Greens budskab har misfortolket af enkelte danskere eller har de virkelig vanskeligheder med at overholde løftet, da hver femte dansker mener at være for træt til at arbejde. 😕 Til gengæld, løftebrud ikke nødvendigvis et spørgsmål om at se sig selv i løftet. #dkpol #dkmedier",0
negative," Politiker viser udstødende forstærkning af modstand. Svarer nu igen med en kontrakritik, men ikke mod kritikken fra erkenderne. Hur begrenset må det blive til attrykt presselerne LA? #dkpolitik #dkjournalistik",0
neutral,"Ønsker du at vide, om folk selv reparerer deres køretøjer og udfører håndværksarbejde i deres hjem eller henter eksperter, kan du spørge efter mening på dette emne. Til gengæld, kan eksperter opnå værdi ved at deltage i diskussioner og give rådgivning om disse emner.",0
positive," En ny rapport fra Totalförsvarets forskningsinstitut konkluderer, at det svenske forsvar mod IT-angreb er forældet. Som følge heraf er flere politiske partier nu villige til at etablere et cyberhjemmeværn med frivillige IT-eksperter. Dette rapporteres af SVT Nyheter (News Øresund). Læs mere:",0
neutral, Har du ikke læst Niggli og medforfattere?,0
positive,"Selvfølgelig, var han tidligere reserveret spiller, men hans formiddag lørdag, efter solgenskabeligheden ved VM i 2018, er sikkerheden. Han vil nok være overrasket, hvis han ikke spiller fra start i pokalen. Selvom det naturligvis ville være fornødentligt at afslutte med et mesterskab",0
neutral,Anmeldelse: De apokalyptiske hestes rider attergange på en rejse,0
negative,"Det er uhyggeligt at opdage, at de vi har tillid til vil handle modsat, hvad vi forventer. At politiet ikke tager sig af os som vi troede, er særdeles vanskeligt at acceptere.",0
positive,"Ja, jeg er enig! En ung og engageret folketingskandidat fra Fyn som har et godt greb på de vanskeligheder vi alle møder. Jeg anbefaler jer at stemme på ham for at give unge mennesker en stemme i Folketinget!",0
neutral," Y's fordeler indtjeningen, men ikke alle får en lige stor andel",0
positive,"Ær det sandt? Der er igen mulighed for at søge om et gratis besøg fra værdighedsrejseholdet. Ansøgningsfrist er den 9. maj. Hvis du ønsker at søge, husk at tage højagtelse på værdigheden i ældreplejen og sundhedsforskningen. #værdighed #sundpol #sundhedforalle #ældrepleje #værdigældrepleje",0
negative," Men er det dig selv der har fundet disse tøjstykker? For jeg kan se, at de er lavet af polyester og hvis jeg får en lille stød, så vil du sandsynligvis kunne høre mine røre endda helt ud på Mols næste gang jeg rejser flaget.",0
neutral,"Ærgér du dig over fattigdom i Danmark og vil hjælpe med at rejse bevidstheden om aktioner som #IkkeOK, #VågnOp, #DkPol og #BekæmpFattigdomNU? Bistand til de 6.450 fattige børn er vigtigt.",0
negative," Er det muligt for os at undlade at samle skatter og i stedet investere i værdifulde anlæg, frem for at bruge penge til tåbelige formål? Spørgsmålet er, hvor effektivt bruges skatteydernes midler? #dkpol",0
negative,"Øjeblikkeligt når vi tænker på en verden hvor homoseksualitet er undertrykt, vil mennesker handle på samme måde som de gør i vores egen verden for at modarbejde diskrimineringen. Hvad vil du sige? Alle har ret til at være sig selv uden at møde had. Din opfattelse?",0
neutral,"1. Sidste mulighed for at sende din praktikansøgning er mandag, hvis du ønsker at blive vores efterårspraktikant: #dkpol #eudk #praktik",0
negative," Ja, jeg er enig med dig. Mangler forståelse og samarbejde kan virkelig lade folk blive trætte af denne politiske kamp.",0
neutral," Jeg mener, at den isolerede fokus på enkelte emner har forandret hele diskussionens baggrundsefterskole.
    ",0
positive,"2019 er her, hvor du finder det nye VILD MED GRILL-katalog. Med de 573 sider er du sikker på at finde alt indenfor grill og tilbehør samt mange opskrifter og inspirationsmuligheder.
[LINK]",0
positive,0-1 OB-FC Nordsjælland! I daget har FC Nordsjælland scoret et mål i det 55. minut.,0
negative," Er der aldrig ophør med den politisk korrekte holdning her? Laver folk ikke nok ""dumme modstandere""? Og hvad om de dumme? Det er uretfærdigt at krite alle. Hvor længere vil ordene ""spadser nar"", ""fede nar"" og ""rødhåret amøbe"" fortsætte? Laver vi ikke noget for meget af dette?",0
positive,"Ær interessant, at en række partier nu deltager i en mere detaljeret debat om åbenhed i privat #partistøtte. Vi vil gerne velkomme dem og tage aktivt del i diskussionen sammen med ministeren. Vi håber, at flere partier vil slutte sig til os før valget. #dkpol",0
positive,"Ændringen går videre med at tale om psykisk sygdom og tager fat i det danske sundhedssystem. Tusinde skal takke!  #sundhedsreform #FV19 
@USER @USER @USER ",0
neutral,Ændring af app til en alternativ løsning? Ønsker du næsten samme nyhedsopdatering.,0
neutral," Ikke desto mindre er det vigtigt, at holdet tager ingen lejemaler op mod den anspærredse modstand. Se første gang på hinanden siden FC Fredericia's sejr i september.",0
positive,"Ærkeengel, jeg er også rart over det mål for United. Det var så uventet, men tænk på hvad det vil sige for en skub i retning af en bedre fremtid! En remis ville ikke være så skidt, men jeg tror stadig - KOM SÅ UNITED!",0
positive,NIH-direktøren taler om den nye test for ME (ME/CFS): Sundhedspolitiske debatter og forskning#danmark#me-cfs#sygdom#teknisk ,0
negative,"Derfor behøver vi kun at ændre en lov for at øge sikkerheden i Folketinget. Forslaget får mange stemmer og bliver anvendt i andre lande. Kritikerne hævder, at mange danskere er for unitænkt til demokratiet. De har nu 20.981 nye begrundelser for deres synspunkt. #dkpol #hvaskerfordigdanmark",0
negative,"Ændringer kræver idealister, men de findes ikke. De handlinger altid om deres egne fordele og fantasifyldte pensioner. Flere perspektiver, men ikke fra venstre side. Jeg har engang stemt på V, men nu er jeg mistet tro på dem. Nu skal NB og DF samarbejde",0
negative," Men hvad siger du om feminisme? Det fortalte man, at Rockefeller-planen vil føre til destabilisering af familier, øget skat på flere indkomster, statslig indlæring af børn og mange abort. Mænd bliver herset som ubehovlig som forsørger. Det resulterer i en befolkningstilbagegang, højere indtægter og enklere at manipulere enlige forældre",0
positive,"	Noget gik godt ved valget, men det var nok tættere end vi troede. Hvad synes du om udfaldet?",0
negative," Det er virkligt skæve, hvordan den mand kan sabotere en fantastisk kamp. Det var tilsvarende det samme i åbneren hjemme mod Horsens.",0
positive,"Ændringen i benet er lidt smagløst, men det er ingen alvorlig beskadigelse",0
negative," Man kan have kritik til DR og anse 24/7 som udfordrende, selv uden at være en DF-medlem. Det kan også forstås, at Ekstrabladets journalistik ikke altid er imødekommende.",0
neutral,Ær dette en sand fortløbende metafor om BREXIT?,0
neutral," Paludan har frihed til at holde foredrag på steder, der ikke forstyrer offentlig orden. Det er hans egen iscenesætning.",0
negative," Er du elev på Skt. Knuds Gymnasium og lister på retorikundervisning, hvor hele klassen, der ikke er begejstraet for at deltage i diskussionen på sociale medier, da ""kampen er tabt fra førværende"". Det er vanskeligt at være ernst og væsentlig, når andre ikke er det. Vi deltager kun i debatter for at få ret.
    ",0
negative,"Derfor udtaler jeg, at problemet ligger i at han ikke føler sig tilheuret demokratisk samfundet. Du er helt ret, at du kan sætte spørgsmålstegn ved det - men at henvise til JFK-mordet, synagoger og muslimer er uden for tråden",0
negative," Jeg har lagt mærke til problemet siden mit indtræde i byrådet. Byerne tror, at de hjælper og udfordrer de arbejdsløse. Firmaerne tror, at de hjælper byerne. For mig ser det ud, som om det er et hamsterhjul uden virkelig positiv indvirkning på arbejdsløshedstallet.",0
positive,"Øjeblikkelig er foråret en hyggelig og kreativ tid, hvor vi går i gang med at rense og malere. Det er et spændende moment, hvor vi føler os fri og energisk. ",0
positive," Det var vist korrekt og det er uden tvivl et betydningsfuldt problem for #dkmedier, at der endnu ikke er skabt en effektiv bogingsplatform til dette område.",0
negative,Ær du ikke trøstig med at fortsætte med at dele links på Twitter før artiklerne er online? Det har begyndt at ske med alle jeres artikler.,0
negative,"Ægte tilskyldninger er ikke nødvendige, men han skal stadig tage en del af ansvaret. Det skyldes ikke blot hans ""provokerende"" smil og klap ned mod de råbende OB-fans efter kampen, men også fordi det var en almindelig jubelscene, der fandt sted foran dem, som allerede var kommet med tilråbene.",0
neutral," Det var kendt for dem allerede i sidste uge, at der skulle være strejke i dag. Derfor ikke særskilt mærkeligt.  ",0
positive," Hallo! Tack for at du opdager vores podcast på Kforum. Vi er gladere for det, og vi håber at du også vil være tilbage for flere episoder. Det er virkelig godt at høre, at du elsker formatet og vores gæster. 🎧",0
positive," Denne overbevisende kvinde vil i dag diskutere drømme for hendes essentielle apparat. Det kan man høre senere i dette år, idet der taler om finansiering og muligheder for testning i min #podcast.#sundpol #healthtec #investor #prediagnose #vision",0
negative,"Ændringen af dette er, at DBU selv bør tage føringen, og det gør de bedst med deres landshold. Før dette virker unionen populistisk og uægte i mine øjne. Og sådan en kan jeg ikke tage alvorligt.",0
negative,"Ægtefølelsen at se på, hvordan mange børn bliver udsat for skrækkelige oplevelser og traumer. Vi må gøre alt, hvad vi kan for at beskytte dem.",0
positive,"Som andre monumentale bygninger er der tale om et verdensarvssteds, der når udover Frankrigs grænser. Jeg kan ikke bidrage med meget økonomisk, men gerne vil give lidt til vores fælles kulturelle arv.",0
positive,"Elbilmarkedet vokser stadig mere. 400.000 elbiler er nu fuldstændig afgiftesættere, hvilket har frigjort danskere til at sige nej til benzinforsyning. Næste mål er en længere sigtende plan, der skal føre til 1 million elbiler i 2030. Dette vil bidrage til #sdg13 og give vores samfund en grønner fremtid. ",0
negative,"Øjeblikkeligt tidligere forskningsartikel om et menningsmæssig dominatede miljø blandt fotoreportere. Hvor trist, at det stadigvæk er sådan. Måske vil vi se denne situation som en del af fortidens traditionelle normer.",0
neutral,"En strid mellem DBU og Danmarks herrelandshold kostede ifølge DBU's årsregnskab unionen mellem 10 og 12 millioner kr, hævder Ritzau.",0
negative," Det er naturligvis frustrerende! Selvom jeg forstår, at vi bliver udfordret og det kan være vanskeligt at sige noget til ham, så skal vi bare ignorer ham. Han har en stærk vilje.",0
negative,"Øjeblikkelig? - Det bliver stadig vanskuere at overbevise min fornuftige side om, at Danmark egentlig ønsker at integrere sig. Jeg forstår ordet. Vil du støtte det?",0
neutral,"Ægte tale, men jag ville ønske at få vist en mere præcisere beskrivelse af de personoplysninger der er tale om og i hvilke sammenhænge. Derudover er det vigtigt at mindes at de europæiske lovgivningsrammer og landets nationale love stiller krav til behandlingen af personoplysninger, uanset om samtykket er givet eller ej.",0
neutral," Bo, ingen fremhæver, at man ikke har ret til at demonstrere.
Det er din egen teori, som du selv afsår fra.
Man kalder det en stråmand.

Man har ikke ret til at demonstrere _overalt, altid_.
Loven siger sådan. Du er sikkert ikke uenig herom.

#Dkpol",0
neutral," Men hvad siger du om muligheden for at Radio24Syv udstyrer sig med Jørgen Leths ekspertise og dybdevidenskab i Tour de France-kontekst? Eller at de lancerer et program, hvor han direkte fra Frankrig kommenterer hver etape - måske sammen med Zissel? Dette ville være en interessant indsats i dansk medieverden. #dkmedier #DKpol",0
negative,"Det er virkelig ingen stor overraskelse, at denne mand både har en narcissistisk personlighed og forfægter empati.",0
positive," ""Vi skal oprette en anonym formueskat på alle de ukendte formuer, der er gemt i #skattely, foreslår James Henry. En proaktiv løsning for at udfordre #fightinequality og reducere uligheden."", udtrykker du!",0
neutral," De ikke selv kan opdage ændringer... Fastlæggende overbevist... 
Det er lettere nok at kvale mennesker, men næsten umuligt at overbevise dem om, at de har været kvalet. ",0
neutral," Coop Danmark A/S: Coop vil udskifte de kødbakke, som anvendes i deres forskellige produkter, med plast fra genbrugsudvalg<|",0
negative,"10. marts: Skader på gravsten og ruder i København: Danske Stenhuggerier, der har butik på Københavnsvej, blev mandag aften udsat for en skadelig handling, hvor adskillige gravsten blev væltet og fem ruder blev smadret. Det var såket ene det vi havde oplevet.…
    ",0
neutral,"⚽️ I dag finder du flere fodbold kampe/events, der vises direkte:

📺 0 på TV
💻 1 kun hos @USER

#dksport #dkbold #sldk #pldk #laliga #seriea

✍️ Opsigtener ikke gentagelse og skaber et nyt budskab, mens bevarende tekstens længde og kontekst.",0
negative," Jeg spurgte efter beviser og argumenter. Du svarede ikke med noget. Du delte et link fra et venstreorienteret medium, der kritiserede en højreorienteret.

Hvordan er det et bevis for noget?

Forstå, at du ikke har fremlagt noget særskilt værdifuldt i debatten.",0
positive," FCH tilbyder regnbuebænker for alle OB kampene, fremtidig

En hyldest til mangfoldighed og et stadig stærkt bud mod homofobi. Københavns Kommune skal anmode om permanent opsætning ved Parken

#dkpol #fckob #sldk #elskdenduvil #fodboldforalle
[LINK]",0
positive," Andres Thomsen overvældede det polske publikum ved at vinde årets SEC-kvalrunde 2 i Poznan. Han vandt efter en række intensiv kamp mod en for enkelt at beskrive modstander og sikrede sig pladsen i SEC-CH.
    ",0
negative," Islamisme og islamistiske ekstremister har visse ligheder med nazismen, som kan blive klart ved en google søgning og at læse om begge ting. Det er skræmmende, at mange ikke er opmærksomme på disse ligheder og fortsat ignorerer det.",0
negative,"Økonomisk ulighed i Danmark er en voksende problemstillid, og politikere har vanskeligt ved at finde løsninger pga. forskellige konventioner. Dette fører til taber af fællesskabslivsfærdige oplösninger som trukturplaner.",0
negative," Her kan du læse mere om fremtiden for UEFA's Champions League-konkurrence, og løbning af det nye format samt detaljer om kvalifikationsproces og spilletider.
    ",0
negative," Jag støtter Mettes mening her; min følelse af ubehag for kandidat/parti, der ikke ønsker at respektere mit valg, er voldsom.",0
positive,"Haha, vil du sige, at du er mester i Champions League? Jeg samler dog ikke nødvendigvis efter Liverpool- eller City-titler...",0
negative,"Iraksk kæreste begår alvorlige forbrygelser mod kvinde: Fangenskab, seksuelt overfald og skadefortalt vold - #dkkrim #KriminelleUdlændinge #dkpol",0
negative,"Ær du nødt til at opretholde en skjulte fjende-relation med din gamle skoleklasse fra LAU? Til at begynde med er du udenrigminister, så adfærden som ikke passer helt op. Vær venligst mere forsigtig og undgå at satse hele nationen på et skakbræt.",0
negative," Det er uforståeligt, at DF engagerer sig direkte i dette spørgsmål. Vi skal sikre, at skatteydernes penge anvendes økonomisk og effektivt. Hvis korruption og underlødighed udkastes, skal der være konsekvenser ved valget. Meld/Feld - #dkpol",0
neutral,"72.000 passagerer på fly vil blive berørt af SAS-strejken, hvoraf 673 afgange bliver aflyst.",0
negative,"Ærkekloge læger. Hvorfor undgår I dialog med ME-patienterne? Vi er udsat for uretfærdighed og må selv være vores egen læge. Men lad værre med at spredes falske nyheder og gøre os endnu mere syge, fordi I ikke vil tage videnskaben på faen seriöst.",0
neutral, Når bliver det online? ,0
positive," Jeg forstår, at du føler dig trist over, at der er en behov for de to meget hjælpsomme bøger om sorg. Det er dog godt, at du har skrevet dem og at jeg nu kan lære fra dem. Tak, Esben.",0
negative, Vi skal ikke lade denne visionær forblive uden for dette land! Problemet med Mette er dog ikke nødvendigvis væsentligt forskelligt. ,0
negative,"Økonomiministeren mener tilsyneladende, at Paludan ikke har nok økonomisk viden. Så han iler med at gøre opmærksom på, at han selv har tvunget sine embedsmænd til at bidrage med økonomiske analyser og talrige statistikker.
[LINK]",0
neutral,"Økonomien er på 120 mia. kr., og derfor behøver vi et formelt demokratisk organ, hvor alle borgerne kan bidrage med erfaring, indsigt og prioritering. Det vil give os mulighed for at investere langsigtet og arbejde sammen på tværs af regionerne.",0
neutral,"Ætsisk dilemma: Er det ikke også Vesten, der har introduceret Afrika vores religion(er) og føltet, at 'prævention er synd/skidt'? Jeg mener, at de selv skal have magten til at afgøre, men så må Vestens (især USA's) bistand ikke længere kunne være forbundet med modstand mod prævention.",0
negative," Århus A visse tiltider tørk ned kaffen i beholder og ser aldrig værdien af et rødt kort. #CostaAtleti Producenten tror måske, at det ikke er vigtigt at vise denne spændende kamp. ",0
positive,"Hej Rikke, jo af natur! Hvis du har spørgsmål om Twitter og X Factor, jeg vil gerne hjælpe dig med. Hvad er de? 😊",0
negative,"Er du en modstander af ytringsfrihed for at tilgive islamister? En mand nægter at have åbenlyshet for at skabe fred? Ytringsfrihed tilhører endda idioter, men mange i #dkpol vil stadigvæk være chokeret over dette",0
neutral,Økonomien vil være at lade anden retningsfærdighed til at forbedre virksomhedens lovlighed inden for få måneder. ,0
