text,label,is_paraphrased
"Jeg skal love for, at Christiansborg sejler rundt i ren populisme, vælgerfedt og fjolleri. Ramskov er dog allerede skredet til Producentforeningen og redningsplanen for Radio24syv er det standpunkt man fik, da man skred fra det, man troede man havde.",negative,0
"Det Stine siger... Vi glemmer alt for hurtigt at der er forskel på børn, på diverse digitale forehavender - og på forældre. I vores nyeste forskning ligner det, at den største driver for bekymring er forældreværdier - ikke så meget andet.",neutral,0
RT @USER: Seriøst jeg tuder af grin! Se videoen - med lyd- og læs tråden 😂😂😂😂,positive,0
To direktører i Københavns Kommune får fyreseddel,neutral,0
"Spritny Megafon måling giver Nye Borgerlige 7 mandater.

Jeg tror på, at mange danskere i det stille er dybt trætte af de gamle partier og støtter Nye Borgerlige. Ca. 30 % af vælgerne har ikke ytret sig / besluttet...",neutral,0
"Men ville straks blive overbudt af Å, Ø osv. Indrømmer det er en defensiv taktik, men er villig til at give hende the benefit of doubt, fordi jeg mener hun lægger S der, hvor S skal ligge: th for Thorning på udlpolitiken og tv i den økonomiske politik.",positive,0
"Hvordan føles det, når man som homoseksuel står på tribunen og hører sine medfans synge ""bøssedommer""? Interview med fremmedgjort fodboldfan her. #sldk",neutral,0
"Er det ikke en stråmand, fordi du ignorerer “næppe”?",negative,0
Nyt datalæk: Dansk Nordea-filial i centrum for potentiel hvidvask,neutral,0
"Det nye stadionprojekt - fem ting, der er værd at vide #Aarhus #AarhusStadion",neutral,0
"Det er ret nyt, at nogle spiser alene foran fjernsynet, siger og forklarer, hvordan tilberedning og indtagelse af måltider historisk set har været en social begivenhed.",neutral,0
"Det er da godt, vi kan hjælpe ham. Jeg forstår bare ikke, at han blokerer i vildskab i stedet for at tage diskussionen, men sådan er det jo med nogen, de vil hellere klappes på ryggen i ekkokammeret",negative,0
Hvad er formålet med at lade Sousa sparke hjørnespark? De mangler i den grad kvalitet. #vejleb,negative,0
"Jewg er glad for at vi har valgt 10.klasse.
Selv om jeg godt kan læse reglerne og dermed kunne have fået min ikke-uddannelsesparate på STX/HYX",positive,0
Så er man selv ude om det 😎,negative,0
Præcis. Se opfølgende Tweet fra mig,neutral,0
Kim har åbenbart ikke fået memo om tonen...,negative,0
"Nej, det er det ikke, men den førte udlændingepolitik er gak-gak og netop grunden til tilslutningen. Vi har fået nok af indvandrere, som udvander vor velfærd og tryghed. Try walking in our shoes for once!",negative,0
"Hva bunner uviljen i mot å analysere islamistenes ideologi? Er det for store likheter med mainstream Islam? Påskens ofre. Skal gerningsmændene hurtigt fanges og straffes, må vi også udpege ideologien, der har drevet dem. D | Weekendavisen",negative,0
"RT @USER: TDC dropper Huawei og lover 5G-net til hele Danmark i 2020 👍
[LINK] #5G #TDC #Huawei #dkpol",positive,0
Tusindvis af soldater gøres klar ved grænsen til Gaza,neutral,0
Den fejl overlader jeg trygt til fejlens rette ejermænd: Carsten Sæbye og Frimann🥊🥊,neutral,0
RT @USER: Til alle lovers! Der er en ny vejrapp in town. Og den er præcis!,positive,0
"DR fortæller, hvordan EU-støtte bidrager til udviklingen i kommuner og små virksomheder i Østdanmark - og hvordan hjælper dem på vej i Bruxelles. #dkgreen #eudk 
[LINK]",neutral,0
"""Mobil-overfølsomhed"" virker til at vokse hastigt i den elektrificerede verden.
Norske har samlet 140 beretninger.

@USER afviser lidelsen. Men med hvad?
Læs Tabt Tråds kommentar på Facebook for svaret.

#dktele #dkgreen #dkpol #dkmedier
[LINK]",neutral,0
Vil i ren brodersolidaritet kræve ligestilling på beklædningsfronten NU #kedeligemændogsmartekvinder #eupol #ep19dk #eudk,neutral,0
"“Kære politikere. I har gjort det legitimt og mere acceptabelt i befolkningen at chikanere og mobbe medmennesker og kalde ellers lovlydige borgere socialt affald, kriminelle og sociale tabere. Ord skaber virkelighed” #dkpol",negative,0
"I blå blok er alt til gengæld fryd og gammen 😂😂😂
(Psst - det hedder politisk kamp om indflydelse. Det er det vi er valgt til. )",negative,0
🥰🇭🇷 en Pula Coleseum,positive,0
Og jeg gætter på at det hele hænger sammen med klimaforandringerne at vi ser disse udsving? #dkpol #dkgreen,neutral,0
Helt ærligt I spillede fantastisk! I spillede Fnatic ud af banen igår. Der er bare så stor afstand op til G2. EU sender helt klart det bedste hold til MSI. Håber i kan lære noget af G2 når i hopper ind i summersplit. Held og lykke og god ferie :),positive,0
"Søndag kl. 12.00 går det løs ude mod Hobro IK på DS Arena.

Nicolai Poulsen er ude med karantæne, mens Mads Aaquist er skadet. Kevin Conboy døjer lidt med en skade og starter på bænken. På bænken sidder også U19-spilleren Tobias Klysner, der kan få debut #randersfc #sldk",neutral,0
Fra til med lidt krydderi fra - kom til tværpolitisk demostration i morgen støt #Bevar24syv #dkmedier #dkpol,neutral,0
Ny samarbejdsaftale på plads i Kommune Qeqertalik,neutral,0
"Har DF nogensinde lavet noget som ikke er en katastrofe?
#danskfolkepartierikkeetparti #dkpol",negative,0
"Så er det godt vi betaler skat for tæsk, Søren pap",negative,0
"Kan man overhovedet gøre beton interessant for børn &amp; unge? Ja, selvfølgelig! giver gode råd til eksperter i vores skolebesøgsordning Book en ekspert. Tak til for at lægge lokaler til &amp; skønt m deltagere fra bla",positive,0
Grillkrigen bluser op igen: Restaurant Flammen i hårdt angreb på Ilden-ejere #fyensdk,negative,0
"Helt absurd at gymnasiumelever fra København har lavere arbejdsmoral end gymnasiumelever fra Jylland. Hmm er det ikke for langt ude at føre sådan generaliseringer ud fra en undersøgelse? #dkpol 

",negative,0
🤔 #dkpol og #dkmedier ligger i bund på troværdighedslisten og denne kapring af emnerne til #FV19 kommer ikke som en overraskelse for mig-der er stemmer og cliks i skidtet🙄,negative,0
"Har du som dansker med #funktionsnedsættelser oplevet #diskrimination eller/og #eksklusion i fx #uddannelsessystemet? Føler du, at DK straffer dig, alene fordi du har funktionsnedsættelser? Hvor vigtigt er dette politiske område for dig?
#dkpol #ligeværd #Handicap #fv19 #uddpol",negative,0
"Ja, jeg synes det er den bedste ide, jeg håber de forstår .... det er bare at føde Bailey har træt mig ud.",positive,0
Skatteministeriet frygter advokatlæk til udbyttesvindlere,neutral,0
"Nej, de skal varetage den lovgivning vi har, fortælle sandheden når de informerer … bla derfor er det et kæmpe demokratisk problem at fratog klovnen #rasmuspaludan hans ytringsfrihed #dkpol",negative,0
Endnu et søm i kisten til forøgelse af vores ulighed. Flygtninge skal for enhver pris rammes og DF tager gerne andre fattige med i faldet.,negative,0
"Jeg har MEGET at lave, så sidder og redigere foto, og hører musik samtidig. 

Det er Kirkefotos lige nu, og jeg har lyst til at citere en person som skrev ude under en af kirkerne i sidste uge, da det noget som dette der driver mig ❤️

Citat...",neutral,0
"Bryllupsturisme:
Optimismen er tilbage hos bryllupsarrangør efter ministermøde #tv2fyn #dkpol",neutral,0
Det er en aftale.!😂😂,positive,0
"Så ondt! Så grusomt!
En deportation til Det mørke Jylland?
Stillet over for slige ondskabsfulde grusomheder må man naturligvis kaste håndklædet i ringen og trække stikket.
Ingen værre udsigter kan tænkes!!!
Godt Poul Madsen bestandigt ser så klart!!!",negative,0
"Ak ja, havde det nu været vores opgave, så havde vi da hurtigt fået drejet den over på, det det må være en eller anden Mettes skyld.",negative,0
Hvor mange af dem vandt egentlig?,neutral,0
Tænker kan svare. Men umiddelbart vil jeg gætte på det er noget så simpelt som en økonomisk vurdering. Lige pt. Står de også uden overenskomst fordi man ikke prioriterer det hos politikerne.,neutral,0
"Ingen af delene er reelt væsentlige. Sagen er, at udenlandske investeringsfonde der alene har kapital, indtjening, finans og den slags fattige tanker, ikke skal overtage noget som helst kritisk infrastruktur her i landet. Det andet kan der arbejdes på.",neutral,0
"Det forudsætter, der ER noget at prale af. Det er svært at prale af at fx #Budgetloven og #Finanspagten årligt skærer 2 % af kommunernes budget. Så skal jeg prale af, at jeg er god til at løbe hurtigere pga. færre kolleger?",negative,0
"RO? Vores unges psykiske mistrivsel stiger! En national strategi mod psykisk mistrivsel bør have fokus på de langsigtede konsekvenser af at fysisk samvær er erstattet af memes og emojis på Snapchat. 

#Børneneførst #dkpol 

[LINK]",negative,0
"Ja, det er nemlig rigtigt. Der er flere forskellige, jeg tog afsted fra Folehaven. Du kan finde en oversigt over de fire destinationer her:",neutral,0
"Bare ikke hele tiden, med de der flygtninge. Du virker meget meget sikker i din sag på at samfundet bare skal reagere fast nok over for barnet og det i sig selv vil hjælpe. Hvad bygger du det på?",negative,0
Banebrydende: Aalborg-virksomhed får kæmpeordre på over 100 millioner kroner,positive,0
Det her er jo et eklatant eksempel på magtmisbrug for egen vindings skyld... bibringer i den grad de elementer der kvæler og undertrykker et ellers smukt og hårdt oparbejdet demokrati #dkpol #FinderISelvUd,negative,0
"Et sted i Danmark 🤔
Region trodser klimamål: Sender 100 tons vasketøj på langfart 🤔
Det er resultatet af et udbud, der sparer regionen 29 millioner årligt. De mange ekstra kilometer er skidt for CO2-regnskabet. #miljø #dkmedier #DKPol",negative,0
Hvordan havde de det i deres hjemland ? Bedre eller værre end her ? Det er et politisk stunt som de stupide politikere hopper på De skyer ingen midler heller ikke deres børns trivsel for at få lov at blive og medierne støtter dem Ud med dem nu,negative,0
Efter weekendens homofobiske tilråb mod Viktor Fischer har Aarhus Kommune nu sat en regnbuebænk op foran AGF's hjemmebane. #sldk #ultratwitteragf #agf #fck,neutral,0
"Jeg er altså ikke helt færdig med @USER. Hans konstante pres på målmand og forsvar giver en ekstra dimension. 

Allerede nu er han nummer to på vores topscorerliste (4 mål).

Han kan blive en af vores vigtigste signings længe og en frygtindgydende angriber i playoff. #vejleb",positive,0
"Men skyldes det ikke, at hans evner og sociale kompetencer er blevet ødelagt?",neutral,0
"Jeg har heller ikke set så meget af det, men min fornemmelse for det, jeg følger af NHL er, at han holder Maple Leafs inde i serien",positive,0
"Nyopførte parcelhuse er i snit 86 % procent større end i
1957, mens stigningen for stuehuse ligger på 56 % siden 1964.
#dkbiz #dkbol #dkøko #dkcre Kilde:",neutral,0
"[LINK]
""Har man undladt eller forsinket kontrollen med bankerne, fordi de har ydet støtte til de borgerlige partier?"" - Claus Bryld #DkPol #BekæmpFattigdomNU",negative,0
Du taler udenom. Prøv at forholde dig til at modellen med et prishop er afprøvet i Norge. Resultatet er entydigt godt. Der er markant færre der ryger. Staten tjener stadig penge på rygerne. Og det er på trods af grænsehandel som er en mindst lige så stor udfordring i N som i DK.,negative,0
"Oveni Netflix, HBO, Viaplay, Amazon Prime, som man skal have, for at kunne se det man gerne vil. Er der noget at sige til, at piratkopiering blomstrer...",negative,0
"Det er da det ultimative bevis, på at sverigsdemokraterne har bidraget til den samme udvikling.",neutral,0
"Hej Lone! Jeg researchede lidt og blev bla klogere i denne debat på et forskerforum: Jeg tror stadig vores nuværende kurs er katastrofal, men tvivlen skal komme dig til gode her. Forskningen og baggrunden for denne skal til debat, for alles skyld. #dkpol",neutral,0
"Tv2 har kun hovedsæde i Odense på papiret. Den er forlængst kapret og flyttet til Teglholmen hvor direktionen og cheferne holder til. Det er politikerne udemærket klar over. Og havde der ikke været grebet ind politisk, lå Tv2 Danmark i dag 100% i København.",negative,0
"Hvis jeg var studerende, ville jeg helt klart søge det her job",positive,0
I Retten på Frb. afviser en dommer at give #aktindsigt i retsbog pga. lukkede døre og navneforbud. Dommeren henviser i stedet i - Må jeg anbefale et kig i retsplejeloven. #suk #anklager,negative,0
"Stop nu med at forsvare fascister. Må være nemt nok at være helligfranz når det ikke er DIT liv, der er truet. Gratis omgang på vores bekostning.",negative,0
Mangler kun byrådets ja: Lokalplanforslag om omstridte vindmøller på vej,negative,0
"Et ægtepar i Kruså er i tvivl om, hvorvidt grænsekontrol er fornuftig brug af politiets ressourcer. Det er Inger Støjberg ikke. Hvorfor er der ingen, som spørger efter en saglig og faglig vurdering af effektiviteten? #dkpol #eudk",negative,0
"Dybt bekymrende, at de siddende politikere ikke tager udfordringen med @USER's sololøb alvorligt nok. Der skal andre boller på suppen, langt større gennemsigtighed og mere grønt fokus. Det kan kun gå for langsomt. #dkpol",neutral,0
Guardiola: Medierne vil have Liverpool til at vinde mesterskabet #pldk,neutral,0
"SAS aflyser yderligere 1200 fly mandag/tirsdag. 1/3 af årets forventede resultat før skat på 1,5 mia. SEK er ved at være væk med aflysninger, kompensation og manglende bookinger den kommende uge af frygt for at SAS ikke flyver #aktier #dkbiz #dkøko #dkpol",neutral,0
Alternativet’s spidskandidat til Europa Parlamentsvalget - Følg med her 🌱:,neutral,0
"2020 TV2 der vinder han igen, så har i masser af tid til overskrifter, ja i kunne jo også prøve med journalistik for Real #dkmedier",negative,0
"Nej Det kan vi ikke indgå en aftale om. De ting du nævner er ting som nazister gjorde, men det var jo ikke sådan de præsenterede deres politik for befolkningen.",negative,0
"1. Det er politiets opgave at holde øje med om færdselslovens krav til køretøjer overholdes. Det gælder såvel cykler som el-løbehjul.

2. Der er det højeste antal betjente siden 2007.",neutral,0
"Man kan brug sin ferie eller sin flex, leje en barnepige. Det kan jo ikke altid være samfundet der skal betale. Har en veninde i Frankrig, de har slet ikke samme forhold som i dk og børnene er længere i institutioner og kommer der yngre end i dk. så måske er dk ikke så dårligt",negative,0
Hanegal-stiftere investerer stort millionbelkøb i plantebaseret sats,neutral,0
"Det bliver i hvert fald spændende, om opblomstringen har efterladt noget blivende, eller det hele bare var zornigers værk - på godt og ondt.",neutral,0
Men derfor skal vi netop kæmpe for at man må have det på som man har lyst til. For vi er ikke et hak bedre hvis vi lovgiver om påklædning.,neutral,0
Valget drejer sig om et #GrøntValg #velfærd og en #fairpension i #dkpol,neutral,0
Den forstår jeg ikke? Hvilken objektiv dækning? #dkpol,negative,0
"Tak, skal han nok blive nu han har fået penicillin",positive,0
Er det t en strikkeopskrift? Så er det næsten det dobbelt af 25 cm = til det ca. passer. Hilsen humanisten 😁,neutral,0
"I Skive kan man forvandle søstjerner til dyrefoder, og dermed går en god forretning hånd i hånd med en klimaindsats ⭐️💛 Nysgerrig? Læs mere her: #dkgreen #landbrug #dkbiz",positive,0
En dømt fodboldspiller fra NFC kan nu ånde lettet op. Han risikerer ikke at blive vist ud af landet.,neutral,0
Massiv kø efter uheld på Køge Bugt-motorvejen,neutral,0
"Så fik Blitek ‘ s socialøkonomiske virksomhed et logo. Vi arbejder med at hjælpe borgere, som ikke matcher ind på det ordinære arbejdsmarked, med et job. Vi har nu 6 flexjobbere ansat og de er smadder gode 😁 #socialøkonomi #allekannoget #samskabelse",positive,0
"Undskyld mig, men for bare 3 timer siden, kaldte du de der hærgede Nørrebro for ""En flok voldspsykopater"" 
Så ved jeg ikke hvad der er bedst i dine øjne, en nar eller en flok voldspsykopater 🤔",negative,0
"Ja £! Mata er det mindste ‘problem’, så det her argument, at det karakteriserer, hvad der er galt med MUFC, er tåbeligt. Rojo, Darmian, Sanchez, Young, Jones etc er værre. Mata er selvsagt ikke tænkt som 1.valg, og han er en ‘model pro’, der ik brokker sig (se fx Sané nu i City)",negative,0
Advarsel: Flere bilister fik falske p-bøder i midtbyen,negative,0
Bekræftet: Albin Lagergren skifter til Rhein-Neckar Löwen -,neutral,0
Det var så offentlige 🥴🤓,neutral,0
Du svarede vel bare igen?,neutral,0
« Ici c’est le club med » merci martini,neutral,0
"Hvordan går det med dyrkningen af hestebønner i Danmark?
For ca 5 år siden var der mange marker med hestebønner, der skulle erstatte importen. #dkgreen #Landbrug #dkpol",neutral,0
"Vores alle sammen kommede udenrigsminister slår til igen på twitter 1
@USER 0
# Kom nu ind i den moderne kommunikationverden.",negative,0
"Haderslev: Vi har i et stykke tid ledt efter en tyveknægt i området v/ Lindedal - han var brudt i en bil i området. Tyveknægten beskrives som: ca. 30 år, ca. 180 cm, iført grå trøje og blå jeans. Hvis Du har set noget i området hører vi gerne fra Dig på 114. Vagtchefen #politidk",neutral,0
"Tak for den ( interessante) anekdote, som (sædvanlig) ikke rigtig svarer på mit spørgsmål.",negative,0
"Okay, så du ser en kobling mellem at fortælle om ting, der normalt holdes hemmeligt, og at synes det er det fineste i verden at være et offer?",negative,0
John Lammers kan komme til at undvære en af sine profiler mod FC Nordsjælland. #sldk,neutral,0
Trailer stjålet i Mejlby....,neutral,0
"Seneste topnyhed på : #nyheder Hård rock og hæder: Da Dronningen kom til Rungstedlund Intet er som det plejer, når Lars Von Trier er involveret.",neutral,0
"Gode forslag fra ⁦@USER⁩ om kemi, holdbarhed og reparationer, flere som ⁦@USER⁩ også tidligere har forslået. Håber ⁦@USER⁩ i dk også støtter op om den vej #dkpol #eudk",positive,0
"Fx forstår jeg heller ikke at folk finder det i orden at råbe homofobisk og racistisk på stadion, at de synes det er indordne at slås efter fodboldkampe, at togene ml H og Roskilde et fyldt af øl, tis og bræk osv. Men det må være lighed for loven.",negative,0
han skal selvfølgelig rubriceres som det han er - journalist og tv-producent,neutral,0
"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",negative,0
"Politibeskyttelse eller ej, så er politiet nødtil at være i nærheden af Paludan, pga. den høje risiko for uordet, konflikter og balade. Ligeledes har vi som borgere ret til beskyttelse ligegyldigt vores holdninger, men det betyder ikke at nogle af hans ytringer er vanvittige.",positive,0
"V og andre liberalistiske kræfter fortsætter deres kamp mod fællesskabet og det sociale sikkerhedsnet som de har gjort siden Kanslergadeforliget, derfor er S ude.#dkpol",negative,0
"ITunes er det in for iPhone?? Spørger sikkert dumt me hvordan anmelder jeg det med en Samsung?
For selvfølgelig skal i have 5 stjerner💛💙",positive,0
Aaron Mensing: Vi fighter røven ud af bukserne -,positive,0
"""Det betyder selvfølgelig ikke, at man lukker banen over Fyn eller S-togene som det første. De er netop eksempler på, at jernbanen trods alt har visse fordele i form af høj hastighed og høj kapacitet i myldretiden.""

Letbanen og Billundbanen er bedre bud, ikke @USER?",negative,0
"Der er partilederrunde i aften, hvor S sender Wammen i stedet for sygdomsramte Frederiksen. Men Kristendemokraterne må ikke sende Kristian Andersen i stedet for formand Stig Grenov? 🤔 Mon Grenov får maveonde inden i aften? #dkpol",negative,0
RT @USER: Dagens bedste respons på Rasmus P. demo på Brønshøj Torv. Manden er så langt ude. #GlemHamDer #dkpol,negative,0
"Stop al jagt på olie i Nordsøen❣️
For livet ❤️
For planeten 🌍
- Også på sigt 🌱",positive,0
"Damn hvor det fylder alle disse selvhævdelsesforklaringer paa hvad i gør Hvad rager det os egentlig Hvad i gør af fantaster
Konkretheder tak pÅ den aabenlyse ulogik i er nÅr i ikke tør tage fat ved ondets rod Den stigende populations mængde af funktionelle KULTURHULEFOLKs familye",negative,0
Voldsom kødannelse på motorvej efter bilbrand,negative,0
"Tak! Og her er 'medløb' endda vist lidt en underdrivelse. Det er mig en gåde at Pelle for 3. gang på få uger deler en opdatering fra LLR og på FB blot taler om 'lys i vinduerne d. 4 maj', fremfor at problematisere den mainstreaming af ekstrem racisme, der har ført til Paludan.",negative,0
"Jamen der ER da netop nogen, der gerne vil lege med Det vil vælgerne. Den største procentvise stigning til partier, der vil en anden vej. #fremad",positive,0
"Tillykke med dokumentaren. Solidt arbejde, I har lavet der.",positive,0
"Søren er blevet kontaktet. Optaget af private forhold, som gør det umuligt for ham at deltage i Ekstra Bladet.",neutral,0
Hvorfor og hvordan opstår den idiotiske tanke at Twitter er venstrefløjens kloak. 🤙🏽👏👍 #dkpol,negative,0
"⚽️ Der er i dag 22 #fodbold kampe/events mere, der vises direkte:

📺 4 på TV
💻 9 kun på @USER
💻 5 på @USER
💻 4 via Live Stream

#dksport #dkbold #sldk #pldk #laliga #seriea

🔗",neutral,0
"Enig.
Vi er det absolut eneste land (med lovgivning om partistøtte), hvor partierne ikke skal oplyse, hvor meget de modtager.
Idet hverken eller er interesseret i at ændre det, bliver det ikke anderledes, før vi vælgere kræver det. #politikerlede #korrupt?",negative,0
Enig. Det er ikke godt nok. Også derfor vi nødt til at gøre noget på våde den korte og lange bane for at skaffe flere praktiserende læger.,negative,0
Det tager længere tid at få behandlet sin byggesag i Hillerød,negative,0
"Før Tiet blev musicalstjerne med roller på nogle af Danmarks største scener, var han en ualmindeligt aktiv dreng, der brugte mere tid i Holeby Hallen, end han gjorde hjemme hos mor Mette.",neutral,0
"Jeg er helt på linje med Mette her, det skaber – hos mig – voldsom apati mod kandidaten/partiet, at de ikke vil respektere mit valg!",negative,0
"Ja. Men det virker jo ikke som om, at Kristendemokraterne er på vej til at skifte formand / politisk leder / politisk ordfører.",neutral,0
"Jeg tror, det der var kampen. Goff virker lost",negative,0
"Gurli Octavia's nye EP, Metanoia, er en knugende oplevelse, men det er samtidig også en flot eksekveret udgivelse. 

Jonnas har lyttet og anmeldt:

[LINK]",positive,0
Bombe under nyt rostadion ved Bagsværd Sø: Bliver næppe klar til VM,negative,0
Han har allerede indrømmet brugen af doping over for østrigsk politi,negative,0
"Paludan har da sin fulde ytringsfrihed. Han kan sige hvad han vil.

Men da politiet nu egang skal sikre ro og orden skal de selvfølgelig have mandat til at disponere over deres ressourcer.

Hvordan har du det forøvrigt med Paludans budskab?",neutral,0
Bemærk iøvrigt at du selv er eneste minister (udøvende magt) i top-25. Den var ikke gået i det borgerlige liberale USA,negative,0
"En lørdag eftermiddag og aften med Bundesliga.
15.25 Dortmund-Hannover - Viaplay
18.25 Werder Bremen-Frankfurt - TV3 Sport/Viaplay
#tv3sport #viaplay #bldk",neutral,0
