,text,label,paraphrased_text
10,"Hvem på vippen i de partier der står til store stemmefald? Fås fornemmelse ved at se på, hvem twitrer og facebooker mest hektisk for tiden? Opinionsmåling af #dkpol , der giver nærmere indikation? Nul interviews i #dkmedier om ""hvad vil du i givet fald lave efter Christiansborg""`",neutral,"Hvem er mest aktive på sociale medier i de partier, der ser ud til at miste mange stemmer? Kan man få en fornemmelse af dette ved at se på, hvem der twitrer og facebooker mest ivrigt for tiden? Er der en opinionsmåling om #dkpol, der giver en nærmere indikation? Er der ingen interviews i #dkmedier om ""hvad vil du i givet fald lave efter Christiansborg""?"
11,"Og det at Paludan nu kommer ind i billedet, gør kun at de vil presse yderligere på for at udligne det stemmespild, der måtte opstå i den borgerlige lejr.

#DKpol",negative,"Med Paludans indblanding vil de kun fortsætte med at øge presset for at kompensere for den eventuelle spildte stemme, der kan opstå i den borgerlige lejr."
12,"Der står også alt muligt bavl i Bibelen. Det er op til menneskene, at fremelske sameksistens, ikke til en fiktiv skaber.",negative,"Der er også mange forskellige påstande i Bibelen. Det er op til mennesker at fremme sameksistens, ikke en imaginær skaber."
13,"1) Hele det offentlige Danmark gik ikke Hitlers ærinde, men de var særlig nidkære Hitler-venner (billedet). De var parat til at sælge jøderne til kz-lejrene i 43.
2) ""Alle muslimer er forfærdelige""? Nej, det er vist din egen holdning? Ikke min. #dkpol",negative,"1) Hele den offentlige sektor i Danmark gjorde ikke Hitlers vilje, men de var særdeles ivrige Hitler-tilhængere. De var villige til at udlevere jøderne til kz-lejrene i 1943.
2) ""Alle muslimer er forfærdelige""? Nej, det er vist din personlige holdning. Ikke min. #dkpol."
14,"Hold kæft, hvor er det skidt, mand.",negative,"Det er virkelig dårligt, altså."
15,"Sandt nok 😄 de går også ind for at bankerne IKKE skal være finansielle supermarkeder, de skal kun være bankvirksomheder. Det er der bestemt, de siger de vil passe på flygtninge, men deres økonomiske politik, hjælper dem IKKE. Men altid noget du ikke stemmer på VLAK mere 👏",negative,"Det er rigtigt nok 😄 de støtter også idéen om, at banker ikke bør blive finansielle supermarkeder, de bør kun være banker. De påstår bestemt, at de vil tage sig af flygtninge, men deres økonomiske politik hjælper ikke dem. Men heldigvis stemmer du ikke længere på VLAK 👏"
16,"Min gamle holdkammerat fra ungdomsårene i Skive IK takker af til sommer. Sikke en fantastisk karriere, Würtz. Jeg kan stadig huske, hvordan han bragede igennem med det samme, da han som et ungt stortalent skiftede til AaB. Det var vi stolte af i Skive.#sldk #aab",positive,"Min tidligere holdkammerat fra mine ungdomsår i Skive IK siger farvel til sommer. Würtz, sikke en imponerende karriere. Jeg husker stadig tydeligt, hvordan han gjorde sig bemærket, da han som en talentfuld ung spiller skiftede til AaB. Vi var stolte af ham i Skive. #sldk #aab"
17,"Jeg har tømmermænd på #delmøde19, men måtte alligevel på talerstolen for at opfordre salen til at tage fælles ansvar for at bekæmpe seksuelt upassende adfærd. har enstemmigt vedtaget at tilføje et afsnit om det til handlingsprogrammet - Jeg er rørt og glad 💪🏼",positive,"På #delmøde19 lider jeg af en tømmermænd, men jeg måtte alligevel tage ordet på talerstolen for at opfordre alle til at tage et fælles ansvar for at bekæmpe seksuelt upassende opførsel. Salen har enstemmigt besluttet at tilføje en paragraf om dette til handlingsprogrammet. Jeg er berørt og glad 💪🏼."
18,Værsgo'. Årets første Troldspejlet | DRTV,neutral,Her er den første udgave af Troldspejlet i år.
19,Det var for 2 uger siden - nu er vi næsten 30.000 i Facebook gruppen og man estimerer 70.000 på gaden i morgen over hele Danmark #hvorerderenvoksen - se hvorhenne på eller på kortet her,neutral,"For 2 uger siden var der færre medlemmer i Facebook gruppen, men nu er vi næsten 30.000. I morgen estimeres der at være 70.000 mennesker på gaden i hele Danmark. #hvorerderenvoksen - find placeringen på hjemmesiden eller på kortet her."
20,"#dkmedier Der er en mindre eksplosion her, som kunne fortjene lidt opmærksomhed.",neutral,"Der sker en mindre eksplosion her, der kunne have godt af lidt opmærksomhed."
21,"Epinion skrev for nogle år tilbage lidt om, hvordan de gør. Og det er som sagt meget forskelligt fra sted til sted. Går og pønser på at skrive lidt om det, fordi folk generelt tolker meget på de (forskellige) tal 2/2",neutral,"For nogle år siden skrev Epinion om deres arbejdsmetoder, og det var som sagt meget forskelligt fra sted til sted. Jeg overvejer at skrive lidt om det, da folk generelt fortolker de forskellige tal meget."
22,Advarsel: Flere bilister fik falske p-bøder i midtbyen,negative,Vær opmærksom på: Der blev uddelt falske p-bøder til flere bilister i midtbyen.
23,"⚽️ Der er i dag 3 #fodbold kampe/events mere, der vises direkte:

📺 3 på TV

#dksport #dkbold #sldk #pldk #laliga #seriea #cldk #eldk

🔗",neutral,"I dag vises der tre fodboldkampe/events, der kan ses direkte på tv."
24,"for længe siden kunne man anmode om at få / købe en af de gamle klippekort automater.. Men hvad er de koster..?? Det kan jeg ikke huske, og jeg kan heller ikke finde det gamle opslag i lavede på Facebook..",neutral,"Tidligere var det muligt at anmode om at få/købe en af de gamle klippekortmaskiner. Men hvad koster de? Jeg kan ikke huske det, og jeg kan heller ikke finde det gamle opslag, jeg lavede på Facebook."
25,"RT @USER: Luften er gået ud af EU’s toppost-ræs, inden det er begyndt #eudk",neutral,"Luften er blevet taget ud af kapløbet om EU's toppost, før det overhovedet er startet #eudk."
26,"Hvorom alting er, lad os håbe det bliver brugt til noget positivt og munder ud i to positive halvlege (gerne i samme kamp, f.eks. næste kamp).",positive,"Uanset hvad, lad os håbe at det bliver anvendt til noget positivt og resulterer i to positive halvlege (helst i samme kamp, for eksempel næste kamp)."
27,Papirarbejdet på jobcentret udfordres. Besparelse i tid og besvær + øget kvalitet #whatsnottolike #påtide #dkpol #beskæftigelse #samskabelse,positive,"Arbejdet med papirer på jobcentret står over for udfordringer. Tid og besvær spares, samtidig med at kvaliteten øges. Hvad er der ikke at synes om? Det er på tide! #dkpol #beskæftigelse #samskabelse"
28,"Enig.. det er underligt, at de ikke bare skriver det, når de jo ikke ligefrem har forsøgt at skjule det. Men de agerer vel ikke medie. De laver bare podcasts som 100-vis af andre danskere",neutral,"Jeg er enig.. det er mærkeligt, at de ikke bare skriver det, når de ikke engang har forsøgt at skjule det. Men de fungerer vist ikke som medie. De laver bare podcasts ligesom mange andre danskere."
29,Læs et uddrag fra mandagens døgnrapport her. #politidk,neutral,Få en kort gennemgang af hændelserne i mandagens døgnrapport her. #politidk
30,"Det er imponerende, at Rojo kigger tilbage på Anderson to gange, inden Anderson helt udækket kan prikke bolden i mål. Lad mig gætte på at han ikke er på Old Trafford efter sommerpausen. #pldk",negative,"Det er imponerende at Rojo kigger to gange tilbage på Anderson, før han helt udforskeret kan score mål. Jeg tror ikke, han vil være på Old Trafford efter sommerpausen."
31,"Spændende udvikling i #kenya som vil betyder meget for fremskridt mod #verdensmålene. Og det bygger på en ikke helt ny, men stadig utrolig vigtig innovation: offentlige investeringer i velfærd! #dkaid #dkpol",positive,"Der er en interessant udvikling i Kenya, som vil have stor betydning for fremskridtet mod verdensmålene. Det er baseret på en ikke helt ny, men stadig utrolig vigtig innovation: offentlige investeringer i velfærd!"
32,"Første krise hos lufthavns-korrespondenten her i Istanbuls nye lufthavn: Jeg eksisterer ikke. 
Lover at opdatere, hvordan dramaet ender inden længe.",neutral,"Den første krise, der opstod hos lufthavnskorrespondenten her i Istanbuls nye lufthavn, er, at jeg ikke eksisterer. Jeg vil holde jer opdateret om, hvordan dramaet afsluttes snart."
33,"De stakkels, stakkels familier på langsiden, som bruger 90% af kampen med fokus på os. Hey, er det ikke ham fra kanal 5? 🤔",negative,"Familierne på langsiden, som bruger 90% af kampen på at fokusere på os, er virkelig uheldige og stakkels. Ej, er det ikke ham derfra kanal 5? 🤔"
34,"Man skal kraftigt overveje om man vil promovere dette patientmateriale. Det er, efter min mening, at tage pis på patienter med kroniske smerter, at henvise dem til traditionel healing og psykoterapi. Hvor er evidensen?? I værste fald gør det meget mere skade end gavn.",negative,"Det er nødvendigt at grundigt tænke over, om man ønsker at fremme dette materiale til patienter. Det er, efter min opfattelse, en nedvurdering af patienter med kroniske smerter at henvise dem til konventionel helbredelse og psykoterapi. Hvor er beviset? I værste fald kan det forårsage mere skade end gavn."
35,"Det er det garanteret! :D Hold øje med - så kan du se de kommende #twaalbar, #twedagsbar og #twaarhusbar",positive,"Du kan være helt sikker på det! :D Hold øje med - så får du mulighed for at se de kommende #twaalbar, #twedagsbar og #twaarhusbar."
36,Regeringen lægger an til ny motorvej i hovedstaden,neutral,Regeringen planlægger at etablere en ny motorvej i hovedstaden.
37,"Kongehuset står nu for tur. Det er en oldgammel og forældet mentalitet, der ikke høre hjemme i den frie verden. Og her, bliver den sidste apanage udbetalt. 
En folk royalister er stadig tilbage, men de begynder også at skabe oprør. Den private hær, gør hvad den altid har gjort.",negative,"Nu er det kongehusets tur. Det er en gammeldags og forældet tankegang, der ikke hører til i den moderne verden. Og her bliver den sidste statsstøtte udbetalt. Der er stadig nogle få royalister tilbage, men de begynder også at protestere. Den private hær gør det, den altid har gjort."
38,"Jeg er ikke særlig pessimistisk, fordi jeg tror vi taber. Det er mest fordi jeg tror at Damen ikke spiller. Hvis hele holdet er klar, så er jeg rimelig sikker på, at vi munker dem.
Men det sidder også bare i baghovedet, at vi kan blive de store tabere, hvis vi smider point. (1/2)",neutral,"Jeg er ikke specielt negativt indstillet, fordi jeg tror, vi vil tabe. Det handler mere om, at jeg tror, Damen ikke vil være med. Hvis hele holdet er på plads, er jeg ret sikker på, at vi vil slå dem. Men det ligger også i baghovedet, at vi kan ende som de store tabere, hvis vi mister point. (1/2)"
39,Sædvanlig manipulation fra Venstre. Det er meget lidt kønt at se på. Heldigvis har vælgerne for længst gennemskuet det. Lad os i stedet høre hvad V vil.,negative,"Det er almindelig manipulation fra Venstre. Det er ikke særlig pænt at se på. Heldigvis har vælgerne for længst opdaget det. Lad os i stedet høre, hvad Venstre ønsker."
40,"Finansministeren har svaret på kritik. Uden rigtig at svare. Hvorfor vil du ikke indskrive klima og bæredygtighed i ministeriets mission, når det nu ""er noget, [du] kræver, organisationen leverer på?"", @USER?
#klimanøl #dkgreen #dkpol

[LINK]",negative,"Hvorfor vil du ikke inkludere klima og bæredygtighed i ministeriets mission, når du kræver, at organisationen leverer på det? Finansministeren har reageret på kritikken ved ikke rigtig at svare. #klimanøl #dkgreen #dkpol

[LINK]"
41,Hvis deres påstand er forkert på baggrund af de data de har leveret er det jo helt fint at bede om mere. I dette tilfælde ved jeg ikke om de er fyldestgørende. Det må du vurdere.,neutral,"Hvis deres påstand er fejlagtig baseret på de oplysninger, de har givet, så er det naturligvis i orden at bede om yderligere. I dette tilfælde ved jeg ikke, om de er tilstrækkelige. Det er op til dig at vurdere."
42,For at citere nummer 1 på hitlisten over højrepopulistiske stråmænd: Du skal ikke knægte min ytringsfrihed!,positive,"For at referere til den øverste placering på hitlisten over højrepopulistiske personer, lyder budskabet: Du må ikke begrænse min ret til at kunne ytre mig frit!"
43,Frisør opdagede tegn på kræft og fik ham i behandling: - Kan ikke takke hende nok,positive,Frisøren opdagede tegn på kræft og fik ham ind i behandling. - Jeg kan ikke takke hende nok.
44,"Det er svært ikke at være lidt stolt af udviklingen i forretningen i Pilestræde, og så håber jeg naturligvis, at Euroinvestor tilsvarende kommer til at bidrage positivt til resultatet i det nye år efter vi er kommet med i familien.",positive,"Jeg er stolt af, hvordan forretningen i Pilestræde udvikler sig, og jeg håber selvfølgelig, at Euroinvestor også vil bidrage positivt til resultatet i det kommende år, efter vi er blevet en del af familien."
45,"Velfærd og asylansøgere er ikke hinandens modsætninger: 7,5% af BNP kommer fra udenlandsk arbejdskraft. Vi mangler arbejdskraft i Dk. Se link. Væksten går i stå, det tager penge fra velfærd",neutral,"Velfærd og asylansøgere er ikke modsætninger: 7,5% af Danmarks BNP stammer fra udenlandsk arbejdskraft. Der er mangel på arbejdskraft i landet. Se link. Økonomisk vækst bremses, hvilket påvirker velfærden økonomisk."
46,"Vi kan godt være stolt over i F.C. København at have en spiller som Viktor Fischer der virkelig tør at stå frem. Det er ikke mange mennesker der er ligesom Viktor, det kan vi alle sammen blive enige om, men han tør at stå frem og...",positive,"Det er noget, vi kan være stolte af i F.C. København, at have en spiller som Viktor Fischer, som virkelig tør at træde frem. Der er ikke mange mennesker som Viktor, og vi kan alle blive enige om det, men han tør at stå frem og..."
47,"Ingen af FCK's forsvarsspillere var gode nok til månedens hold i april i @USER, selvom man kun lukkede 1 mål ind 🤨 #fcklive #sldk",negative,"Ingen af FCK's forsvarsspillere blev anerkendt som værdige til at blive inkluderet på månedens hold i april i @USER, på trods af at de blot tillod ét mål 🤨 #fcklive #sldk"
48,Opkøb trækker Royal Unibrew op i første kvartal,positive,Royal Unibrew stiger i første kvartal på grund af opkøb.
49,Buffon bør fra nu af hellige sig nationalsang på fuld tid,negative,Buffon bør fremover dedikere sig heltid til nationalsangen.
50,"Nej, der er altså bevægelsesfrihed i Danmark. Endnu. Ved godt, at politiet helst ikke må komme på Christiania.",negative,"Næh, i Danmark er der faktisk frihed til at bevæge sig omkring. Indtil videre i hvert fald. Jeg ved godt, at politiet helst undgår at besøge Christiania."
51,(2/3) NU MÅ VI LIGE!! Arh... Numåvilige! Ved Kirsten Birgit hvad det er der foregår? Ellers kunne du overveje at pudse hende på dine nye haters. Hun plejer at være rimeligt god til at lukke munden på folk.,negative,"Nu er det tid til at vi lige får styr på tingene! Åh... Nu må vi lige! Ved Kirsten Birgit, hvad der foregår? Hvis ikke, så kunne du overveje at informere hende om dine nye fjender. Hun plejer at være ret god til at få folk til at tie stille."
52,"Det siges dog, at Austin havde fået en fiber og derfor sparkede han i arrigskab i banden og var altså skadet forinden.#agfeb #tv3sport",neutral,"Ifølge rygterne havde Austin imidlertid fået en muskelskade, så han sparkede i vrede mod banden og var derfor allerede skadet."
53,"Medvirkede i dagens P1 Debat om Paludan og Nørrebro. Der var mildest talt gang i studiet.. #dkpol

[LINK]",positive,"Jeg deltog i dagens P1 Debat om Paludan og Nørrebro. Der var en livlig stemning i studiet, for at sige det mildt. #dkpol

[LINK]"
54,"Søndagaftenhåndværkertips søges. Slag på tasken, hvad koster det at installere et sæt franske døre i en simpel gips væg hvor der muligvis skal flyttes noget el først? I runde tal inkl dørens pris...#TwitterHjerne",neutral,"Jeg leder efter tips til håndværk om søndagen. Giv et estimat, hvad koster det at installere et par franske døre i en simpel gipsvæg, hvor der muligvis skal flyttes noget el først? I runde tal, inklusive prisen på dørene... #TwitterHjerne"
55,"Berlingske lavede engang en artikel. Danskere udtalte sig for eller imod kongehuset og resultatet blev:""Der er historisk få republikanere i Danmark. Ca. 82 pct. af befolkningen ønsker at bevare monarkiet, mens kun 13 pct. ønsker at afskaffe det"". Held og lykke 🧐",neutral,"For nogen tid siden udgav Berlingske en artikel, hvor danske borgere blev interviewet om deres holdningen til kongehuset. Resultatet viste, at der er meget få republikanere i Danmark. Cirka 82 procent af befolkningen ønsker at bevare monarkiet, mens kun 13 procent ønsker at afskaffe det. Held og lykke med det!"
56,Arbejde med væsentlige samfundsspørgsmål og bruge sin faglighed på at finde gode løsninger på svære problemstillinger. Det giver mening til arbejdet som embedsmand. Læs s klumme i #dkpol,neutral,At beskæftige sig med vigtige samfundsproblemer og anvende sin ekspertise til at finde gode løsninger på vanskelige udfordringer giver formål til arbejdet som embedsmand. Læs klummen i #dkpol.
57,Den undersøgelse du nævner er en del mængde af den store samlede med mange flere parametre.,neutral,"Den undersøgelse, som du nævner, udgør en del af den store samlede forskning med mange ekstra variabler."
58,"#ElskDenDuVil
@USER #fckob
Gi’ homofobien 🏳️‍🌈 det røde kort! Vis din støtte til et mangfoldigt og lige Danmark. 💚 #respekt #tolerance #anstændighed #forskellighed #LGBTdanmark #dkmedier",positive,"Vis din støtte til et inkluderende og retfærdigt Danmark ved at give homofobien det røde kort! 💚 Vis #respekt, #tolerance, #anstændighed og #forskellighed. Lad os stå sammen med #LGBTdanmark og #dkmedier. #ElskDenDuVil #fckob"
59,"Det offentlige lægger ikke ud (ever), men er der tale om børnebidrag, indkræver kommunen pengene løbende hos den forælder der skal betale og udbetaler beløbet til modtager-forælderen. Kender ikke til andre tilfælde hvor det offentlige betaler ubetalte skyldige beløb. Fogedretten!",negative,"Fogedretten er en situation, hvor det offentlige ikke betaler ubetalte skyldige beløb. I tilfælde af børnebidrag, er det kommunen, der løbende inddriver pengene fra den forælder, der skal betale, og udbetal beløbet til modtagerforælderen."
60,"Og jo. Det er da ekstremt grænseoverskridende. Særligt fordi det, han siger, er dybt injurierende.",negative,"Ja, det er ganske ubehageligt. Specielt fordi det, han siger, er meget krænkende."
61,"Så er jeg hoppet på GoT, første par afsnit set - det ser lovende ud",positive,"Nu har jeg begyndt at se Game of Thrones, jeg har set de første par episoder - det virker spændende"
62,"Det er simpelthen sådan cirka en hel måned hvert år, gymnasieeleverne ikke dukker op til undervisningen. #dkpol #dkmedier 

[LINK]",negative,"Gymnasieeleverne dukker simpelthen ikke op til undervisningen i cirka en hel måned hvert år. #dkpol #dkmedier 

[LINK]"
63,Ergo så fortsættes planerne jo bare i hvert parti. Så hvor meget forskel er der egentlig på den aktuelle politik? Ja der er flere sygehuse under Venstre der er blevet lukket. Men planerne er jo bare kørt videre? Endnu en grund til at vende Borgen ryggen.,negative,"Derfor bliver planerne blot fortsat i hvert enkelt parti. Så hvor stor er forskellen egentlig på den aktuelle politik? Ja, der er flere sygehuse, der er blevet lukket under Venstre. Men planerne fortsætter bare. Det er endnu en grund til at vende ryggen til Borgen."
64,"En forbipasserende havde opdaget, at der stod en bil og brændte.",neutral,"En tilfældig person bemærkede, at der var en bil, der brændte."
65,"Præcis, den med englændere på ferie er også genial ....",positive,"Ja, den ide om britiske turister er også fantastisk ...."
66,"Uheld på Københavnsvej i Vordingborg gav lange køer mandag eftermiddag. 
#fuh #uheld #ulykke #vordingborg #politidk #nyheder",negative,Mandag eftermiddag opstod der trafikproblemer på Københavnsvej i Vordingborg som følge af en ulykke.
67,"Man kan jo godt forstå at de ikke vil indrømme hvilke slags mennesker de er, det må da være flovt.",negative,"Det er forståeligt, at de ikke ønsker at indrømme, hvilke typer mennesker de er- det må være pinligt."
68,"At de radikale er med , det siger det hele .
Så er man klar over, at det absolut ikke gavner de mest nedslidte.
Ikke engang en tilbagegang på 21 mandater , kan få jer til at levere et ordentligt stykke arbejde.
Men det får i snart 4 år at tænke over i !.",negative,"Hvis de radikale er til stede, siger det hele. Det er tydeligt, at det ikke hjælper de mest nedslidte. Selv en tilbagegang på 21 mandater kan ikke få jer til at udføre et ordentligt stykke arbejde. I får snart 4 år til at tænke over det!"
69,"“Min første tanke var, at man da ikke bare melder børn ud af grundskolen, tager små børn ud af daginstitutionen og tvinger en far til at sige sit job op, uden at nogen instans tager hånd om dem efterfølgende i rets- og velfærdsstaten Danmark. Men det gjorde man”#paradigmeskift",negative,"""Da jeg først tænkte over det, kunne jeg ikke forstå, hvordan man bare kan ekskludere børn fra folkeskolen, tage små børn ud af daginstitutionen og tvinge en far til at opsige sit job uden at nogen myndighed tager sig af dem bagefter i Danmarks rets- og velfærdsstat. Men det skete alligevel."""
70,"Biblioteker er også blevet kulturcentre og centre for at formidle innovation. Virkeliggjort folkeoplysning på alle måder. Hvis der skal ske noget med dem, så skal det blot være endnu mere fart på i samme retning!",positive,"Biblioteker er også blevet centrum for kultur og innovation og er blevet virkeliggjorde som steder for folkeoplysning på alle måder. Hvis der skal ske ændringer med dem, skal det blot være mere intensivt i samme retning!"
71,"2 lidt for friske drenge på hhv 14 og 15 år tilbageholdt efter at have foretaget en ulovlig indsamling i Vemmelev. Med hjemmelavede ""Røde Kors"" indsamlingsbøtter lykkedes det at indsamle næsten 100 kr. Det koster nu den ældste en sigtelse for bedrageri. Pengene er retur #politidk",negative,"Efter at have gennemført en ulovlig indsamling i Vemmelev blev to unge drenge, henholdsvis 14 og 15 år gamle, tilbageholdt for at være lidt for friske. Ved hjælp af hjemmelavede ""Røde Kors"" indsamlingsbøtter lykkedes de næsten at indsamle 100 kr. Som konsekvens af dette er den ældste blevet sigtet for bedrageri, og pengene er blevet returneret."
72,"Sagen om DBU's valg af Copenhagen Sundays som EM-værter bliver mere og mere interessant. Nu har Ekstra Bladet også kastet sig over den. Holder I stadig fast i, at de to er de rigtige til at ""samle danskerne om EM 2020"" / #sldk",negative,"Interessen omkring DBU's valg af Copenhagen Sundays som EM-værter bliver stadig større og mere interessant. Endnu en gang har Ekstra Bladet beskæftiget sig med sagen. Fastholder I stadig, at de to er de rigtige til at ""samle danskerne om EM 2020"" / #sldk?"
73,"Jeg er stolt over alle de danskere jeg kender, som aktivt yder regeringen modstand og insisterer på værdier som tolerance, åbenhed, sammenhold og frihed.

Der er ikke noget i det politiske system jeg er stolt over.",neutral,Jeg er ikke stolt over noget i det politiske system.
74,"""Det var en skandale, at han sparkede på mål. Det giver jeg absolut intet for, og det var på ingen måde i orden"" - Her nedlægger han jo en præmis, som han han reelt set ikke ved noget om. Det er da mangel på format.",negative,"Det er en skandale, at han skød på mål. Det anerkender jeg overhovedet ikke, og det var på ingen måde acceptabelt - Han lægger en præmis, som han faktisk ikke har nogen viden om. Det skaber en mangel på dannelse."
75,"Det passer ikke helt Lars, selvom man godt kunne få mistanken. Jeg lavede en lille undersøgelse igår. Kun 26% af tweets fra Venstres feed, handler om hva andre vil og gør. Det er den store lyseblå nede i højre hjørne af kagen!",negative,"Selvom man kunne mistænke det, passer det ikke helt, Lars. Jeg foretog en lille undersøgelse i går. Kun 26% af tweets fra Venstres profil handler om, hvad andre vil og gør. Det er den store lyseblå del nede i højre hjørne af kagen!"
76,"Kan flyve med god samvittighed, når forskning i bæredygtig olie - baseret på organisk affald og plastik, og som raffineret kan hældes direkte i eksisterende flymotorer - bliver skaleret op. #dkforsk #dkbiz #SDG10 #SDG7",positive,"Når forskning i bæredygtig olie, der er baseret på organisk affald og plastik og kan raffineres til brug i nuværende flymotorer, vokser i omfang, kan man flyve med god samvittighed."
77,"Så nu har jeg købt et regnbueflag, som kommer med på Sydsiden på søndag!😁 🌈. Og hvis nogen har et handicap-flag, kvindeflag, jydeflag eller andet relevant, så tager jeg også gerne det med. Jeg hader næsten ingen, så længe de er Brøndbyfans! #brøndby #nejtilhomofobi",positive,"Derfor har jeg anskaffet mig et regnbueflag, som jeg vil tage med til Sydsiden på søndag!😁 🌈. Hvis nogen har et handicap-flag, kvindeflag, jydeflag eller andet relevant, så vil jeg også meget gerne have det med. Jeg har næsten ingen had til nogen, så længe de er Brøndbyfans! #brøndby #nejtilhomofobi"
78,"🤾‍♀️ Der er i dag 2 #håndbold kampe/events, der vises direkte:

📺 2 på TV
#TV #dksport #dkbold #hndbld

🔗",neutral,"Der er i dag 2 håndboldkampe/events, som bliver vist direkte på TV. #TV #dksport #dkbold #hndbld."
79,Forandringer kan også være af det onde. Læg mere vægt på det sociale end det liberale. Det er der behov for i en situation med stadig større ulighed #dkpol,negative,Der kan også være negative aspekter forbundet med forandringer. Det er vigtigt at fokusere mere på det sociale end det liberale. Dette er nødvendigt i en tid med stigende ulighed. #dkpol
80,"Seneste nyt fra Danmark og Verden #nyheder: Danskere tilbragte påsken online i sommerhuset Mange forbinder formentlig sommerhus med gåture, brætspil og gode bøger, men noget tyder på, at danskere er lige så meget online i sommerhuset som derhjemme.
En an…",neutral,"Danske borgere brugte påsken online i deres sommerhuse, hvilket indikerer, at de er lige så meget på nettet i sommerhuset som derhjemme."
81,"Ved ikke om det ligefrem lyder som et overfald. Dem fra XR jeg snakkede med i dag talte i øvrigt dansk og understregede netop, at de er ikke-voldelige. Og det er da også sådan, det skal være.",positive,"Jeg er usikker på, om det virkelig lyder som en overtrædelse. De XR-medlemmer, jeg talte med i dag, talte også dansk og understregede, at de er imod vold. Og det er faktisk sådan, det bør være."
