Original,New,label,semantic_similarity,org_length,new_length,sentida_score_org,sentida_score_new
"Ny rapport fra Cisco forudsiger, at 5G-teknologi vil udgøre 23,2 pct. af al mobiltrafik i Vesteuropa i 2022. Det er en stigning fra 0 pct. i 2017. På globalt plan forventes 5G-forbindelser at udgøre 3 pct. af det samlede antal enheder og forbindelser...","En ny rapport fra Cisco forudsiger, at 5G-teknologi vil udgøre 23,2 pct. af alle mobilforbindelser i Vesteuropa i 2022, hvilket er en stigning fra 0 pct. i 2017. På verdensniveau forventes der at 5G-forbindelser vil udgøre 3 pct. af det samlede antal enheder og forbindelser...",neutral,0.9607805,253,277,0.6055555555555547,0.5499999999999993
Gravesens stop! Alt for tidligt,Stop med at spise! Det er for tidligt endnu.,negative,0.6734381,31,44,-0.6666666666666685,-0.33333333333333465
Data fra mange tusinde kunder hos løbehjulsfirma er havnet på nettet,Information fra flere tusind kunder hos løbehjul-firma er nu tilgængelig online,neutral,0.88659847,68,79,0.472222222222222,0.5555555555555545
Undskyld!!!! Men... er den ikke bare for fed??? Det kamera får mig næsten til at skifte nu og her 😍😍,Ær det virkelig for overdrevet? Kameran leder mig næsten til at skifte til dette produkt og udmærker sig med et utroligt højt brugervenlighedsniveau 😍😍,positive,0.6626261,100,151,-0.011111111111110784,0.357539682539682
Virgil Abloh (@USER) om at bevæge sig væk fra musik og mode for at fokusere på sit arbejde med Ikea – via,"Virgil Abloh har udtalt, at han vil forlade musikken og moden for at koncentrere sig om sit samarbejde med IKEA. Han har delt dette med sine følgere på Twitter ved at skrive: ""Jeg vil flytte væk fra musik og mode for at fokusere på mit arbejde med IKEA.""
    ",neutral,0.8996016,105,259,0.42222222222222217,0.4259259259259259
"عدد ألقاب ليفربول 
الله احفضنا ياودي من غيبوبة واحفظ حميع المسلمين",احفظ حميع المسلمين. واجعل ليفربول ألقابًا مختلفة.,neutral,0.7597357,66,49,0,0
"Petter Andersson var fremragende. Ingen tvivl om det. Grunden til, at jeg ikke har ham med, er, at han var så pokkers meget skadet, og at Femi var fuldkommen suveræn i sin første periode i FCM 😀👍🏻","Petter Andersson var uovervindelig. Ingen tvivl om det. Årsagen til, at jeg ikke har ham med, er, at han var så voldsomt skadet og at Femi var ubegrænset dominerende i sit første tårsk udning ved FCM😀 ",positive,0.92827964,196,201,0.2874999999999994,0.11904761904761958
"De vil være begejstrede for at have en lillebror eller søster, ligesom Jasmine, Leo, Luke, Lucy og Jake er glade for at have en lille søster.","De vil være begejstrede for at få en lillebror eller søster, som Jasmine, Leo, Luke, Lucy og Jake er glad for at have en lillebror eller søster.",positive,0.9796191,141,144,1.0740740740740744,1.4629629629629628
Tysk vækst og stærke afgrøder skal sikre DLG rekordår i 2019,Øget produktion og kraftige afgrøder vil sikre DLG et rekordår i 2019,positive,0.75211704,60,69,1.1722222222222236,0.8333333333333335
"Leo Vegas, hvor en 42-årig kvinde forleden tabte en halv mio. kr. på et døgn, er i dag klar med endnu en ulovlig annonce leveret af Det er utroligt, at danske politikere bliver ved med at tro, at bookmakerne regulerer sig selv #Utopia #dkpol","Leo Vegas, som nylig forårsagede et tab på halvfEM mio. kr. for en kvinde ved at overtræde sørigeforbodet på dagen efter yesterday , anvendte ikke-sørige annoncer i dag, der kritiserede politikerne for at tro, at bookmakerne kan selvregulere #Utopia #dkpol",negative,0.8472507,241,256,-0.20707070707070718,-0.4242424242424238
"Hvorfor bliver du aldrig DF'er Christian? Fordi jeg ikke vil forråde de værdier Danmark er bygget på...

Når en Imam råber op kommer DF og vil have ham smidt ud.
Når en DF'er råber op ... råber DF...","Øh, fordi jeg tror at vi skal respektere Danmarks værdier og kultur. Hvis en imam forsøger at tvinge sine egne overbevisninger på andre, så burde vi være modstandsfyldende, også selvom vi er DF-medlemmer. Vi skal værne om vores frihed og retterværdighed for alle.
    
Hvis en imam giver sine meninger i Danmark, kan de reageres på med kritik og debat, uanset hvilken religiøs gruppe det er. Vi skal ikke tåle intolerance eller fanatisme fra nogen side, selvom de kalder sig for at være religiøse leder.
    
Vi skal værne om vores land og vores frihed, og hvis det betyder at vi står op imod intolerance og fanatisme, så vil vi gøre det.",negative,0.6615253,199,638,-0.5714285714285714,0.354166666666667
"Det er simpelthen sådan cirka en hel måned hvert år, gymnasieeleverne ikke dukker op til undervisningen. #dkpol #dkmedier 

[LINK]","Årligt set mangler gennemsnitligt unge i skolen omkring en hel måned, ifølge medierne. #dkpol #dkmedier 

[LINK]",negative,0.79366875,130,112,0.36419753086419737,0.2932098765432105
Hvad skete der for langsom midte 😊,"Åh, det var en længsel efter at være tilbage i normale livet og møde venner og familie igen. Hvad gør du for at hjælpe dig med at overvinde de negative følelser?",neutral,0.39095813,34,161,-1.66666666666667,0.6185185185185188
RT @USER: Altinget: magasin på gaden nu. Denne gang helt i hvidt. #dkpol #dkmedier,Ændringer i magasinet Altinget: en ny udgave i fuld hvidt. Diskussion om dette emne på #dkpol og #dkmedier. ,neutral,0.8004396,82,108,0.8333333333333315,0.75
"Når det så er sagt, og konstateret, er alle højtider = konkurrencetid i den klassiske marketingtilgang. Alle tror, at alle vil have konkurrencer og så ender det med kaos og konkurrence om forbrugernes opmærksomhed og klik.","Ændrede perspektivet, alt er højtid for konkurrence i den klassiske marketingstrategi. Alle antager, at der vil være konkurrence og det fører til kaos og konkurrence om at vinde forbrukers opsigt og klikke. Denne rephrase optjenester udsluppen hjemsted på samme længde som originalteksten og bevares den oprindelige kontekst.",negative,0.83480954,222,325,0.018518518518518327,0.2990196078431373
På vej til Holstebro #samtaledag #Fremad #radikale #mereHanne,#samtaledag Kørende mod Holstebro #Fremad #radikale #flereHanne,neutral,0.8947851,61,63,0.16666666666666652,0.16666666666666666
"Det er heldigvis også det rene vrøvl. Kun demokratiet, giver sejrherren det hele. Sådan virker markedet ikke.",Det er sandsynligvis bare et rent snuet foretagende. Kun demokratien giver sejrherren alt. Markedet fungerer sådan ikke.,negative,0.9240196,109,120,0.48592592592592726,0.38271604938271664
"Ja, alle er jo enige om, at forholdene for dyrene bare ikke er i orden - overhovedet. 
Så lad os dog handle efter det og ikke smide penge efter det når vi er ude at handle &lt;3","Ja, vi alle enes om, at forholdene for dyrene ikke er tilfredsstillende - i hvert fald ikke endnu. Derfor skal vi gøre det næste logiske skridt og ikke fraspærre dem yderligere med vore handlemiddelbyrdige handlinger, selvom vi er ude for at ændre tingene &lt;3",negative,0.8257525,177,261,0.08796296296296326,-0.025641025641025935
Årsregnskab: Lukkede butikker koster dyrt for Coop,Årsregnskab: Coop berører store tab ved lukkede butikker,neutral,0.7186613,50,56,-0.44444444444444453,-0.125
"Jeg skal love for, at Christiansborg sejler rundt i ren populisme, vælgerfedt og fjolleri. Ramskov er dog allerede skredet til Producentforeningen og redningsplanen for Radio24syv er det standpunkt man fik, da man skred fra det, man troede man havde.","Ønsker jeg at udtale mit støtte til Christiansborgs politiske populisme, valgfusk og fjolleri. Ramskov har imidlertid allerede fundet dve næstedelte, det skue nægtede; de er den reddingsplan for Radio24syv og Producentforeningen.",negative,0.8265316,250,229,0.384126984126985,0.7638888888888885
"Det Stine siger... Vi glemmer alt for hurtigt at der er forskel på børn, på diverse digitale forehavender - og på forældre. I vores nyeste forskning ligner det, at den største driver for bekymring er forældreværdier - ikke så meget andet.","Stine udtaler... Vi glider alt for let over, at der er forskelle mellem børn, på mange digitale sammenhænge - og mellem forældre. I vores seneste forskning synes det, at den største ordrøstkçende er ærdyrker - mere end noget andet. ",neutral,0.83514404,238,232,-0.04629629629629634,0.4833333333333339
RT @USER: Seriøst jeg tuder af grin! Se videoen - med lyd- og læs tråden 😂😂😂😂,"😃 Kunne du virkelig have set en humoristisk video? Hvis du føler, at du har fundet noget underholdende, så læg gerne linket her til, så resten af vores community også kan se den. ",positive,0.70320654,77,179,-0.33333333333333504,0.9666666666666661
Topform Motionscenter har valgt at lukke. Det oplyser fitnesscenteret på Facebook.,Topform Motionscenter har besluttet sig for at lukke. Fitnesscentret informerer om dette gennem en post på Facebook.,neutral,0.9664939,82,116,0.7777777777777782,0.6555555555555568
To direktører i Københavns Kommune får fyreseddel,To direktører ved Københavns Kommune modtager afskedsbrev,neutral,0.86376345,49,57,-0.333333333333332,0.22222222222222232
"Spritny Megafon måling giver Nye Borgerlige 7 mandater.

Jeg tror på, at mange danskere i det stille er dybt trætte af de gamle partier og støtter Nye Borgerlige. Ca. 30 % af vælgerne har ikke ytret sig / besluttet...","7 mandater går til Nye Borgerlige ifølge spritny Megafon-undersøgelse.

Så mange danskere, jeg mener, er tæt på at være udstyret med et par store støvler for de gamle politiske partiudsatninger. Fra samtalen jagede 2.555 kvalificerede vælgere op og ned, og ca. 30% af dem havde endnu ikke udtalt deres stemme / taget en stilling...",neutral,0.89011335,217,331,0.3737373737373739,0.5648148148148147
"Men ville straks blive overbudt af Å, Ø osv. Indrømmer det er en defensiv taktik, men er villig til at give hende the benefit of doubt, fordi jeg mener hun lægger S der, hvor S skal ligge: th for Thorning på udlpolitiken og tv i den økonomiske politik.","Ændringen af taktik vil sandsynligvis blive modbevist af Å, Ø osv. Jeg anerkender, at det er en defensiv fremføring, men jeg vil give hende fordelen af tvivl, da jeg tror, hun placerer S i de rigtige områder: Thorning på udenrigspolitikken og TV i økonomisk politik.",positive,0.8742359,252,266,-0.01562500000000005,0.46666666666666695
"Hvordan føles det, når man som homoseksuel står på tribunen og hører sine medfans synge ""bøssedommer""? Interview med fremmedgjort fodboldfan her. #sldk","Hvad føler du, når du som homoseksuel sidder i publikum og hører de øvrige fans synge ""bøssedommer""? Få en forsker til at tale om dette emne i et interview. #sldk",neutral,0.8313686,151,162,0.375,0.4
Opsigtsvækkende melding - og her tænker jeg ikke så meget på karrysovsen😎,"Ærlig talt, jeg ikke nødvendigvis lige så interesseret i karrysovsen som du. I stedet er det mere vigtigt for mig at fokusere på at udvikle min evne til at forstå og kommunikere effektivt på dansk. Du kan sige, at jeg er mere optaget af at lære mig nye ting end at have humor",positive,0.39106572,73,275,0.0555555555555555,1.1842592592592596
"Tror næppe, at de store #dkmedier havde dækket en tosse, der stod alene og kastede med koranen, som han har gjort mange gange før.","Store danske medier ville sandsynligvis ikke have rapporteret om en enkelt person, der satte fri af kørnien som på tidligere lejligheder.",negative,0.4545846,130,137,-0.07142857142856993,0.6444444444444446
"Er det ikke en stråmand, fordi du ignorerer “næppe”?",Ær det ikke en stråmand at du nok ignorerer det?,negative,0.81565195,52,48,-1.5,-0.9166666666666685
Nyt datalæk: Dansk Nordea-filial i centrum for potentiel hvidvask,Øjenblikkeligt dataudlæk - Dansk Nordea-gren overvejende involveret i mulig pengefradrag,neutral,0.7942681,65,88,-0.20138888888888923,0.861111111111111
"Det nye stadionprojekt - fem ting, der er værd at vide #Aarhus #AarhusStadion",5 vigtige fakta om det nye Aarhus-stadionprojekt. #stadion #AarhusStadion ,neutral,0.7473266,77,74,0.9666666666666666,2
"jeg elsker gamle damer der får sådan farvet deres hår en åbenlys fake farve, sådan kraftig rød eller lilla og sådan. det er seriøst #goals lige der",ærgier dig ved den magre sproglige dybde i din skjulte kvaliteter? ,positive,0.19287811,147,67,1.0083333333333329,-0.4166666666666665
"Det er ret nyt, at nogle spiser alene foran fjernsynet, siger og forklarer, hvordan tilberedning og indtagelse af måltider historisk set har været en social begivenhed.","Det er interessant at læse om, at spisningen historisk set var en social aktivitet, hvor man følger og forstår, at fjernsynset i dag har skabt nye forbrugsmønstre.",neutral,0.7987865,168,163,0.47817460317460375,0.8425925925925926
"Det er da godt, vi kan hjælpe ham. Jeg forstår bare ikke, at han blokerer i vildskab i stedet for at tage diskussionen, men sådan er det jo med nogen, de vil hellere klappes på ryggen i ekkokammeret","Det er godt, at vi kan hjælpe ham. Jeg forstår dog ikke, hvorfor han vælger at blokere i stedet for at diskutere, men nogle gange virker det som om de foretrækker at modtage kritik i en lukket rum",negative,0.8542057,198,196,0.4485596707818936,0.3044444444444451
Hvad er formålet med at lade Sousa sparke hjørnespark? De mangler i den grad kvalitet. #vejleb,"Formålet med at lade Sousa sparke hjørnespark er at give en mere unik og karakteristisk stil til bygningen, selvom det kan være kontroversielt. Det er vigtigt at tage hensyn til kvaliteten ved at sikre, at materialet er holdbart og godt udført. #vejleb",negative,0.7003046,94,252,-0.0999999999999994,0.5694444444444448
"Jewg er glad for at vi har valgt 10.klasse.
Selv om jeg godt kan læse reglerne og dermed kunne have fået min ikke-uddannelsesparate på STX/HYX","10. klassen har vist sig som et mere interesserende valg end den nemme løgn fra realskolens tid, STX eller HYX. Selv om jeg kan forstå reglerne, foretrækker jeg at tage mod det uventede og udfordrende i 10. klassen.
    ",positive,0.6674024,142,220,1.6666666666666665,0.2333333333333337
Så er man selv ude om det 😎,"😜Sådan føler du dig sikkert, men hvis du prøver at være selvoptaget, kan det give problemer. Er du klar til at tage ansvar for dine handlinger og tror du, at du har de nødvendige færdigheder?",negative,0.5385425,27,191,-1,0.010000000000000212
Præcis. Se opfølgende Tweet fra mig,"Ja, jeg har set din seneste tweet og forstår, at du søger yderligere information. Hvis du har flere spørgsmål eller behov for hjælp, er jeg her til at hjælpe.",neutral,0.54337764,35,158,1.11111111111111,1.134920634920635
"Der er kun værelsesnummer, men heldigvis ingen adresse. Jeg kom hjem kl 17 hvor jeg stadig havde dem, så gik jeg ud og lavede mad også er det engang efter jeg fik lavet mad at de forsvandt. Så enten har jeg lagt dem i køkkenet og glemt det (virker underligt dog) (1/2)","Der er kun værelsesnummer, men tak Gud, der ikke findes adresse. Jeg ankom hjem kl. 17, hvor jeg stadig havde dem, så gik jeg ud og lavede mad. Også er det engang efter jeg fik lavet mad, at de forsvandt. Enten har jeg tapt dem i køkkenet og glippet eller var de stjålet? (1/2)
    ",neutral,0.9563399,268,282,0.3599999999999999,0.16666666666666646
Kim har åbenbart ikke fået memo om tonen...,"Det ser ud som om, at Kim ikke er opmærksom på stemningen i samtalen...",negative,0.8392191,43,71,-0.333333333333333,0.166666666666667
"Nej, det er det ikke, men den førte udlændingepolitik er gak-gak og netop grunden til tilslutningen. Vi har fået nok af indvandrere, som udvander vor velfærd og tryghed. Try walking in our shoes for once!","Det er ikke sådan, men politikken omfatter ikke løfter. Den faktisk forklarer, hvorfor vi støtter den - fordi vi har været udsat for for meget indvandring, der nedbryder vores velstand og sikkerhed. Nu ville vi værdsættere dine meninger og anmoder dig om at tage os i betragtning: hvad er din oplevelse med denne situation?",negative,0.74734986,204,323,0.12499999999999911,0.34901960784313685
